Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0005109	frizzled binding	 	3.478E-4	3.846E-1	3.290E-2	2.496E-1	7	41	FZD7,ZNRF3,WNT3,WNT5A,WNT7A,WNT2B,WNT10A
GO: Molecular Function	GO:0048018	receptor ligand activity	 	3.570E-4	3.948E-1	3.290E-2	2.496E-1	32	506	TTR,ADCYAP1,SLIT2,AGT,VGF,SEMA3C,WNT3,WNT5A,WNT7A,WNT2B,CARTPT,TNFSF13B,PDGFD,WNT10A,HAMP,IL1B,INHBA,METRNL,GDF10,CCN5,BMP8B,NMB,IL33,VSTM1,OSTN,SEMA5A,GRP,EDN1,GREM2,GAL,SEMA3D,LRPAP1
GO: Molecular Function	GO:0030546	signaling receptor activator activity	 	4.233E-4	4.681E-1	3.601E-2	2.732E-1	32	511	TTR,ADCYAP1,SLIT2,AGT,VGF,SEMA3C,WNT3,WNT5A,WNT7A,WNT2B,CARTPT,TNFSF13B,PDGFD,WNT10A,HAMP,IL1B,INHBA,METRNL,GDF10,CCN5,BMP8B,NMB,IL33,VSTM1,OSTN,SEMA5A,GRP,EDN1,GREM2,GAL,SEMA3D,LRPAP1
GO: Molecular Function	GO:0030881	beta-2-microglobulin binding	 	4.697E-4	5.195E-1	3.711E-2	2.815E-1	4	12	HLA-A,HLA-B,HLA-F,MICA
GO: Biological Process	GO:0007423	sensory organ development	 	2.722E-12	1.865E-8	1.865E-8	1.755E-7	83	1112	EPHB2,PCSK5,EYA4,OPN4,IRX5,CEBPA,CEBPD,HLA-A,HLA-B,ESRRG,HLA-F,OBSCN,CHM,MEIS1,ADCYAP1,MEIS2,TWIST1,TLX2,FZD7,SPTBN5,FZD8,TYRP1,CLIC5,HSPA1A,FOXF2,COL5A1,COL5A2,NID2,PRRX1,COL11A1,CYP26B1,WNT5A,WNT7A,WNT2B,ITGA8,MAB21L2,SIX3,TCAP,ZIC1,TSKU,BCL11B,FRZB,CST3,CST5,WNT10A,MYH15,CRYBG3,PALS2,ATP2B3,SOX1,MYO7A,INHBA,FJX1,VWDE,PCDH17,NRP1,AFAP1L2,ARL6IP1,PAX8,SULF1,BHLHE22,DIO3,DLX1,DLX2,SLC17A6,DRD2,LAMB1,NR4A3,TECTA,EDN1,CRB1,ZNF503,LIMK2,SH3PXD2B,OTX1,EFNB1,TMEM132E,NR2E1,TSHZ1,PAX6,CDH6,CDH11,MARCKS
GO: Biological Process	GO:0098916	anterograde trans-synaptic signaling	 	8.824E-11	6.047E-7	2.016E-7	1.897E-6	71	944	EPHB2,ZDHHC2,KCNMB2,SYN3,INSYN1,MBP,ETV5,ADCYAP1,MET,PTCHD1,CPNE6,ADRA1A,AGT,SCN9A,UNC13B,VGF,TSHZ3,HTR1E,HTR2C,HTR7,WNT7A,NLGN1,SYT10,PDLIM4,CARTPT,GNA14,LRRTM2,SV2C,CADPS2,IL1B,PDE7B,GABRE,GABRG1,GAD1,RELN,NAAA,MYO5B,CPLX2,DCC,PTGER4,BDKRB2,PCDH17,GLRA2,SLC17A6,NPTX1,DRD2,NPTX2,CALB2,HCN4,SYT6,PCDHB4,LAMA2,GRID1,GRID2,CAMK2N2,GRIK4,CAV2,GPR88,GRM4,GRM7,EDN1,P2RX6,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11,HRH3,TPBG,HDC
GO: Biological Process	GO:0007268	chemical synaptic transmission	 	8.824E-11	6.047E-7	2.016E-7	1.897E-6	71	944	EPHB2,ZDHHC2,KCNMB2,SYN3,INSYN1,MBP,ETV5,ADCYAP1,MET,PTCHD1,CPNE6,ADRA1A,AGT,SCN9A,UNC13B,VGF,TSHZ3,HTR1E,HTR2C,HTR7,WNT7A,NLGN1,SYT10,PDLIM4,CARTPT,GNA14,LRRTM2,SV2C,CADPS2,IL1B,PDE7B,GABRE,GABRG1,GAD1,RELN,NAAA,MYO5B,CPLX2,DCC,PTGER4,BDKRB2,PCDH17,GLRA2,SLC17A6,NPTX1,DRD2,NPTX2,CALB2,HCN4,SYT6,PCDHB4,LAMA2,GRID1,GRID2,CAMK2N2,GRIK4,CAV2,GPR88,GRM4,GRM7,EDN1,P2RX6,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11,HRH3,TPBG,HDC
GO: Biological Process	GO:0099537	trans-synaptic signaling	 	1.348E-10	9.235E-7	2.309E-7	2.172E-6	71	953	EPHB2,ZDHHC2,KCNMB2,SYN3,INSYN1,MBP,ETV5,ADCYAP1,MET,PTCHD1,CPNE6,ADRA1A,AGT,SCN9A,UNC13B,VGF,TSHZ3,HTR1E,HTR2C,HTR7,WNT7A,NLGN1,SYT10,PDLIM4,CARTPT,GNA14,LRRTM2,SV2C,CADPS2,IL1B,PDE7B,GABRE,GABRG1,GAD1,RELN,NAAA,MYO5B,CPLX2,DCC,PTGER4,BDKRB2,PCDH17,GLRA2,SLC17A6,NPTX1,DRD2,NPTX2,CALB2,HCN4,SYT6,PCDHB4,LAMA2,GRID1,GRID2,CAMK2N2,GRIK4,CAV2,GPR88,GRM4,GRM7,EDN1,P2RX6,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11,HRH3,TPBG,HDC
GO: Biological Process	GO:0099536	synaptic signaling	 	3.525E-10	2.416E-6	4.831E-7	4.546E-6	71	974	EPHB2,ZDHHC2,KCNMB2,SYN3,INSYN1,MBP,ETV5,ADCYAP1,MET,PTCHD1,CPNE6,ADRA1A,AGT,SCN9A,UNC13B,VGF,TSHZ3,HTR1E,HTR2C,HTR7,WNT7A,NLGN1,SYT10,PDLIM4,CARTPT,GNA14,LRRTM2,SV2C,CADPS2,IL1B,PDE7B,GABRE,GABRG1,GAD1,RELN,NAAA,MYO5B,CPLX2,DCC,PTGER4,BDKRB2,PCDH17,GLRA2,SLC17A6,NPTX1,DRD2,NPTX2,CALB2,HCN4,SYT6,PCDHB4,LAMA2,GRID1,GRID2,CAMK2N2,GRIK4,CAV2,GPR88,GRM4,GRM7,EDN1,P2RX6,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11,HRH3,TPBG,HDC
GO: Biological Process	GO:0048880	sensory system development	 	3.243E-9	2.222E-5	2.841E-6	2.673E-5	64	881	EPHB2,PCSK5,EYA4,OPN4,IRX5,OBSCN,CHM,MEIS1,ADCYAP1,MEIS2,TWIST1,FZD7,SPTBN5,FZD8,TYRP1,HSPA1A,FOXF2,COL5A1,COL5A2,NID2,WNT5A,WNT7A,WNT2B,MAB21L2,SIX3,ZIC1,TSKU,BCL11B,CST3,CST5,MYH15,CRYBG3,PALS2,ATP2B3,SOX1,MYO7A,INHBA,FJX1,VWDE,PCDH17,NRP1,AFAP1L2,ARL6IP1,SULF1,BHLHE22,DIO3,DLX1,DLX2,SLC17A6,DRD2,LAMB1,EDN1,CRB1,ZNF503,LIMK2,SH3PXD2B,OTX1,EFNB1,TMEM132E,NR2E1,PAX6,CDH6,CDH11,MARCKS
GO: Biological Process	GO:0009887	animal organ morphogenesis	 	3.277E-9	2.245E-5	2.841E-6	2.673E-5	101	1687	EPHB2,CDKN2A,EYA4,IRX5,DHRS3,ESRRG,ACTC1,ETV5,RCSD1,PHLDA2,CHM,MEIS1,MEIS2,TWIST1,OVOL2,FZD7,FZD8,MET,SLIT2,CLIC5,MGP,ZNRF3,PCDH19,AGT,PLAU,HSPA1A,FOXF2,ALPL,ONECUT2,COL5A1,COL5A2,NID2,SEMA3C,TSHZ3,COL10A1,PRRX1,COL11A1,CYP26B1,TNC,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,ITGA8,MAB21L2,SIX3,TCAP,TIPARP,ZIC1,TSKU,BCL11B,WTIP,FRZB,PARVA,WNT10A,FAM20A,CTSZ,SOX1,MYO5B,MYO7A,INHBA,FJX1,PCDH17,NRP1,GHR,AFAP1L2,ARL6IP1,PAX8,SULF1,BHLHE22,DIO3,LBH,DLX1,DLX2,NPNT,TCF7L2,HDAC5,DSP,GRK5,OSTN,LAMA2,LAMA3,CASP5,LAMB1,NR4A3,EDN1,CRB1,ZNF503,GREM2,SEMA3D,SH3PXD2B,OTX1,EFNB1,TLE1,SP5,TSHZ1,PAX6,TNNT2,CDH6,MARCKS
GO: Biological Process	GO:0090596	sensory organ morphogenesis	 	3.317E-9	2.273E-5	2.841E-6	2.673E-5	46	532	EPHB2,EYA4,IRX5,ESRRG,CHM,MEIS1,TWIST1,FZD8,CLIC5,HSPA1A,FOXF2,COL5A1,COL5A2,NID2,PRRX1,COL11A1,CYP26B1,WNT5A,WNT2B,ITGA8,MAB21L2,SIX3,TCAP,ZIC1,TSKU,FRZB,SOX1,MYO7A,FJX1,PCDH17,AFAP1L2,ARL6IP1,PAX8,BHLHE22,DIO3,LAMB1,NR4A3,EDN1,CRB1,ZNF503,OTX1,EFNB1,TSHZ1,PAX6,CDH6,MARCKS
GO: Biological Process	GO:0010977	negative regulation of neuron projection development	 	4.053E-9	2.777E-5	3.086E-6	2.904E-5	25	189	EPHB2,HLA-A,HLA-B,MBP,HLA-F,SLIT2,SEMA3C,CIB1,TNC,WNT3,WNT5A,NLGN1,TSKU,ARHGAP4,CTSZ,FSTL4,DCC,NRP1,RGMA,PTPRG,SEMA5A,LGALS1,SEMA3D,CD38,EPHA3
GO: Biological Process	GO:0032989	cellular component morphogenesis	 	6.177E-9	4.232E-5	4.232E-6	3.982E-5	75	1127	EPHB2,RPS6KA5,MATN2,MBP,OBSCN,ETV1,ACTC1,ETV5,TLX2,SPTBN5,MET,SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TCAP,TSKU,ARHGAP4,BCL11B,CSRP2,CAPRIN2,FAM9B,ASB2,RELN,SPINK2,MYO5B,SPTB,FSTL4,DCC,NEB,PCDH17,CNTN6,NRP1,RGMA,NEFH,BHLHE22,SLC23A2,PID1,NPTX1,DRD2,NRAP,THSD7A,KRT19,OSTN,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,UST,EDN1,CRB1,SEMA3D,EFNB1,NR2E1,TTL,AKAP13,LGR6,PAX6,TNNT2,CDH11,MARCKS,COQ7,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0030198	extracellular matrix organization	 	9.100E-9	6.235E-5	5.503E-6	5.178E-5	41	458	THSD4,ADAMTS19,VIT,TTR,AEBP1,AGT,ANTXR1,PLOD2,FOXF2,COL5A1,COL5A2,NID2,COL10A1,COL11A1,ADAMTS2,TNC,COL27A1,ICAM3,ITGA8,SCUBE1,CST3,CST5,ADAM19,ITGA7,OLFML2A,PXDN,ADAMTS9,SULF1,NPNT,ADAMTSL1,LAMA2,LAMA3,LAMB1,SEMA5A,ADAMTS8,CAV2,TGFBI,THBD,SH3PXD2B,TLL1,NR2E1
GO: Biological Process	GO:0043062	extracellular structure organization	 	9.686E-9	6.637E-5	5.503E-6	5.178E-5	41	459	THSD4,ADAMTS19,VIT,TTR,AEBP1,AGT,ANTXR1,PLOD2,FOXF2,COL5A1,COL5A2,NID2,COL10A1,COL11A1,ADAMTS2,TNC,COL27A1,ICAM3,ITGA8,SCUBE1,CST3,CST5,ADAM19,ITGA7,OLFML2A,PXDN,ADAMTS9,SULF1,NPNT,ADAMTSL1,LAMA2,LAMA3,LAMB1,SEMA5A,ADAMTS8,CAV2,TGFBI,THBD,SH3PXD2B,TLL1,NR2E1
GO: Biological Process	GO:0001654	eye development	 	1.121E-8	7.684E-5	5.503E-6	5.178E-5	58	787	EPHB2,OPN4,IRX5,OBSCN,CHM,MEIS1,ADCYAP1,MEIS2,TWIST1,SPTBN5,FZD8,TYRP1,HSPA1A,FOXF2,COL5A1,COL5A2,NID2,WNT5A,WNT7A,WNT2B,MAB21L2,SIX3,ZIC1,TSKU,BCL11B,CST3,CST5,MYH15,CRYBG3,PALS2,ATP2B3,SOX1,MYO7A,INHBA,FJX1,VWDE,PCDH17,NRP1,AFAP1L2,ARL6IP1,BHLHE22,DIO3,DLX1,DLX2,SLC17A6,DRD2,LAMB1,CRB1,ZNF503,LIMK2,SH3PXD2B,OTX1,EFNB1,NR2E1,PAX6,CDH6,CDH11,MARCKS
GO: Biological Process	GO:0045229	external encapsulating structure organization	 	1.167E-8	7.994E-5	5.503E-6	5.178E-5	41	462	THSD4,ADAMTS19,VIT,TTR,AEBP1,AGT,ANTXR1,PLOD2,FOXF2,COL5A1,COL5A2,NID2,COL10A1,COL11A1,ADAMTS2,TNC,COL27A1,ICAM3,ITGA8,SCUBE1,CST3,CST5,ADAM19,ITGA7,OLFML2A,PXDN,ADAMTS9,SULF1,NPNT,ADAMTSL1,LAMA2,LAMA3,LAMB1,SEMA5A,ADAMTS8,CAV2,TGFBI,THBD,SH3PXD2B,TLL1,NR2E1
GO: Biological Process	GO:0030308	negative regulation of cell growth	 	1.220E-8	8.356E-5	5.503E-6	5.178E-5	27	229	CDKN2A,RERG,ST20,SLIT2,AGT,HSPA1A,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,FRZB,CAPRIN2,DACT3,SMARCA2,INHBA,FSTL4,DCC,NRP1,RGMA,PRDM11,BST2,OSTN,SEMA5A,WFDC1,SEMA3D,DCUN1D3
GO: Biological Process	GO:0150063	visual system development	 	1.285E-8	8.804E-5	5.503E-6	5.178E-5	58	790	EPHB2,OPN4,IRX5,OBSCN,CHM,MEIS1,ADCYAP1,MEIS2,TWIST1,SPTBN5,FZD8,TYRP1,HSPA1A,FOXF2,COL5A1,COL5A2,NID2,WNT5A,WNT7A,WNT2B,MAB21L2,SIX3,ZIC1,TSKU,BCL11B,CST3,CST5,MYH15,CRYBG3,PALS2,ATP2B3,SOX1,MYO7A,INHBA,FJX1,VWDE,PCDH17,NRP1,AFAP1L2,ARL6IP1,BHLHE22,DIO3,DLX1,DLX2,SLC17A6,DRD2,LAMB1,CRB1,ZNF503,LIMK2,SH3PXD2B,OTX1,EFNB1,NR2E1,PAX6,CDH6,CDH11,MARCKS
GO: Biological Process	GO:0048598	embryonic morphogenesis	 	1.933E-8	1.324E-4	7.790E-6	7.330E-5	74	1136	EPHB2,EYA4,IRX5,ESRRG,MBP,ETV5,RCSD1,MEIS1,MEIS2,TWIST1,TLX2,OVOL2,FZD7,FZD8,CLIC5,RHOV,PCDH19,FOXF2,COL5A1,COL5A2,NID2,PRRX1,COL11A1,DEAF1,CYP26B1,LRRN1,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,KIF16B,ITGA8,MAB21L2,SIX3,TCAP,ZIC1,WTIP,FRZB,SWAP70,MYO7A,INHBA,ITGA7,PTGER4,RGMA,BMP8B,AFAP1L2,PTPRE,PAX8,SULF1,LBH,DLX1,DLX2,TRIM15,TCF7L2,GRK5,LAMA3,CASP5,LAMB1,NR4A3,EDN1,ZNF503,GREM2,SEMA3D,OTX1,EFNB1,TLL1,SP5,TSHZ1,PAX6,PCDH8,MARCKS,COQ7,EPHA3
GO: Biological Process	GO:0031345	negative regulation of cell projection organization	 	3.036E-8	2.080E-4	1.156E-5	1.087E-4	27	239	EPHB2,HLA-A,HLA-B,MBP,HLA-F,TLX2,SLIT2,SEMA3C,CIB1,TNC,WNT3,WNT5A,NLGN1,TSKU,ARHGAP4,CTSZ,FSTL4,DCC,NRP1,RGMA,PTPRG,SEMA5A,LGALS1,SEMA3D,LIMK2,CD38,EPHA3
GO: Biological Process	GO:0045926	negative regulation of growth	 	3.794E-8	2.600E-4	1.368E-5	1.288E-4	31	306	CDKN2A,RERG,ST20,MEIS1,SLIT2,AGT,HSPA1A,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,MT1F,FRZB,CAPRIN2,DACT3,SMARCA2,INHBA,FSTL4,DCC,NRP1,RGMA,SOCS2,PRDM11,BST2,TCF7L2,OSTN,SEMA5A,WFDC1,SEMA3D,DCUN1D3
GO: Biological Process	GO:0051241	negative regulation of multicellular organismal process	 	9.960E-8	6.825E-4	3.412E-5	3.211E-4	78	1272	EPHB2,CDKN2A,PDE4B,HLA-A,HLA-B,RPS6KA5,MBP,HLA-F,MEIS1,ADCYAP1,TWIST1,TLX2,TNFRSF4,OVOL2,CISH,FZD7,MET,SLIT2,ADRA1A,AGT,PLAU,HSPA1A,SEMA3C,DHX58,HTR7,TNC,VASN,WNT3,WNT5A,WNT7A,PYDC1,ACVR1C,TSKU,CARTPT,ARHGAP4,ARHGDIB,ISG15,FRZB,CST3,DACT3,CST5,HAMP,IL1B,INHBA,FSTL4,DCC,PTGER3,PTGER4,INPP4B,NRP1,RGMA,SOCS2,PTPRG,ADAMTS9,PAX8,BST2,SULF1,SERPING1,DLX1,DLX2,IL33,KNG1,DRD2,TCF7L2,HDAC5,SEMA5A,EDN1,NR2F2,SEMA3D,THBD,CD86,GPR68,CD38,NR2E1,LRPAP1,PAX6,CALCRL,TPBG
GO: Biological Process	GO:0043010	camera-type eye development	 	1.708E-7	1.170E-3	5.573E-5	5.244E-4	50	686	EPHB2,OPN4,IRX5,OBSCN,CHM,MEIS1,ADCYAP1,TWIST1,SPTBN5,FZD8,TYRP1,HSPA1A,FOXF2,NID2,WNT5A,WNT7A,WNT2B,MAB21L2,SIX3,ZIC1,TSKU,BCL11B,MYH15,CRYBG3,PALS2,ATP2B3,SOX1,INHBA,FJX1,VWDE,PCDH17,NRP1,AFAP1L2,ARL6IP1,BHLHE22,DIO3,DLX1,DLX2,SLC17A6,DRD2,CRB1,ZNF503,LIMK2,OTX1,EFNB1,NR2E1,PAX6,CDH6,CDH11,MARCKS
GO: Biological Process	GO:0007155	cell adhesion	 	1.974E-7	1.353E-3	6.149E-5	5.786E-4	93	1640	ZDHHC2,CDKN2A,PCSK5,HLA-A,MBP,HLA-F,DACT2,OBSCN,PARVB,VIT,ONECUT1,FZD7,SLIT2,MFGE8,SPON2,PCDH19,AGT,ANTXR1,PLAU,FLRT1,PCDH10,ONECUT2,COL5A1,NID2,CIB1,TNC,WNT5A,ICAM3,PCDH11Y,OLFM4,ITGA8,NLGN1,ARHGAP6,ARHGDIB,STXBP6,TNFSF13B,SKAP1,CLEC4G,PARVA,SIGLEC11,SLAMF7,IL1B,RELN,ADAM19,SWAP70,ISLR,DCC,ITGA7,PTGER3,CCDC88B,PTGER4,PCDH17,CNTN6,NRP1,BLM,CCN5,CNTNAP5,PTPRG,ADAMTS9,SULF1,PCDH11X,KNG1,AMIGO2,NPNT,STON1,DSP,PCDHB4,LAMA2,LAMA3,LAMB1,NR4A3,SEMA5A,GRID2,TECTA,FREM3,LGALS1,CRB1,LGALS8,TGFBI,CD6,EFNB1,CD86,SPRY4,TNFAIP6,CDH6,PCDH8,CDH11,CDH12,MARCKS,CDH13,EPHA3,TPBG,EPHA5
GO: Biological Process	GO:0050768	negative regulation of neurogenesis	 	2.354E-7	1.613E-3	7.012E-5	6.598E-4	22	185	EPHB2,MBP,ADCYAP1,TLX2,SLIT2,SEMA3C,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,IL1B,FSTL4,DCC,NRP1,RGMA,DLX1,DLX2,SEMA5A,SEMA3D,NR2E1,PAX6
GO: Biological Process	GO:0048729	tissue morphogenesis	 	3.008E-7	2.061E-3	8.587E-5	8.080E-4	75	1239	EPHB2,FOXQ1,MBP,DACT2,ACTC1,ETV5,RCSD1,MEIS1,MEIS2,TWIST1,TLX2,OVOL2,FZD7,MET,SLIT2,MGP,ZNRF3,RHOV,PCDH19,AGT,FOXF2,COL5A1,COL5A2,NID2,SEMA3C,COL11A1,DEAF1,CYP26B1,TNC,WNT3,WNT5A,WNT7A,WNT2B,KIF16B,ITGA8,AIRE,MAB21L2,SIX3,TCAP,WTIP,FRZB,WNT10A,CTSZ,SWAP70,MYO5B,INHBA,ITGA7,PTGER4,NRP1,RGMA,RASIP1,AFAP1L2,PTPRE,PAX8,SULF1,NPNT,TRIM15,HDAC5,DSP,GRK5,LAMA3,LAMB1,NR4A3,SEMA5A,EDN1,GREM2,EFNB1,TLL1,SP5,TNNT2,PCDH8,MARCKS,COQ7,EPHA3,TPBG
GO: Biological Process	GO:0010975	regulation of neuron projection development	 	3.424E-7	2.346E-3	8.795E-5	8.276E-4	45	601	EPHB2,PCP4,HLA-A,HLA-B,MBP,HLA-F,ADCYAP1,TLX2,MET,SLIT2,AGT,TRPV2,ISLR2,SEMA3C,PRRX1,CIB1,HTR7,TNC,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,CAPRIN2,FAM9B,CTSZ,RELN,MYO5B,FSTL4,DCC,NRP1,RGMA,PTPRG,ULK4,SEMA5A,GRID2,UST,LGALS1,SEMA3D,CD38,NR2E1,PAX6,MARCKS,EPHA3
GO: Biological Process	GO:0048593	camera-type eye morphogenesis	 	3.517E-7	2.410E-3	8.795E-5	8.276E-4	28	286	EPHB2,IRX5,CHM,MEIS1,TWIST1,FZD8,HSPA1A,FOXF2,NID2,WNT5A,WNT2B,MAB21L2,SIX3,ZIC1,TSKU,SOX1,FJX1,PCDH17,AFAP1L2,ARL6IP1,BHLHE22,DIO3,CRB1,ZNF503,EFNB1,PAX6,CDH6,MARCKS
GO: Biological Process	GO:0048646	anatomical structure formation involved in morphogenesis	 	3.694E-7	2.531E-3	8.795E-5	8.276E-4	100	1830	EPHB2,RAMP3,ESRRG,MBP,HLA-F,OBSCN,ACTC1,ETV5,CHI3L1,CHM,MEIS1,TWIST1,TLX2,EHD2,OVOL2,FZD7,FZD8,MET,SLIT2,MFGE8,RHOV,PCDH19,AGT,HES6,PLAU,COL5A1,COL5A2,NID2,SEMA3C,COL11A1,CIB1,DEAF1,CYP26B1,LRRN1,WNT3,WNT5A,WNT7A,WNT2B,KIF16B,ITGA8,NLGN1,MAB21L2,TCAP,PLCD3,MT1F,TNFSF13B,CSRP2,PARVA,ASB2,IL1B,FAM20A,CTSZ,RELN,SPINK2,SWAP70,INHBA,FJX1,ITGA7,NEB,PTGER3,PTGER4,NRP1,RGMA,RASIP1,AFAP1L2,PTPRE,ADAMTS9,PAX8,SULF1,NPNT,TRIM15,NRAP,HDAC5,THSD7A,KRT19,CAST,LAMA3,LAMB1,NR4A3,SEMA5A,GRID2,EDN1,NR2F2,LGALS1,CRB1,TGFBI,CCBE1,TLL1,SPRY4,NR2E1,SP5,AKAP13,PAX6,CALCRL,TNNT2,PCDH8,MARCKS,CDH13,COQ7,EPHA3
