Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Disease	C1275074	Odonto-onycho-dermal dysplasia	DisGeNET Curated	1.570E-3	1.000E0	2.120E-2	1.649E-1	1	1	WNT10A
Disease	C1843292	Skin Fragility-Woolly Hair Syndrome	DisGeNET BeFree	1.570E-3	1.000E0	2.120E-2	1.649E-1	1	1	DSP
Disease	C1855607	Keutel syndrome	DisGeNET Curated	1.570E-3	1.000E0	2.120E-2	1.649E-1	1	1	MGP
Disease	C1367539	Giant cell angiofibroma	DisGeNET BeFree	1.570E-3	1.000E0	2.120E-2	1.649E-1	1	1	CD6
Disease	616705	DEAFNESS, AUTOSOMAL RECESSIVE 97	OMIM MedGen	1.570E-3	1.000E0	2.120E-2	1.649E-1	1	1	MET
Disease	C4084709	DEAFNESS, AUTOSOMAL RECESSIVE 97	DisGeNET BeFree	1.570E-3	1.000E0	2.120E-2	1.649E-1	1	1	MET
Disease	C0276161	Subacute adenoviral encephalitis	DisGeNET BeFree	1.570E-3	1.000E0	2.120E-2	1.649E-1	1	1	PRRX1
Disease	618901	46,XX SEX REVERSAL 5	OMIM MedGen	1.570E-3	1.000E0	2.120E-2	1.649E-1	1	1	NR2F2
Disease	cv:C5394441	46,xx sex reversal 5	Clinical Variations	1.570E-3	1.000E0	2.120E-2	1.649E-1	1	1	NR2F2
Disease	C3266262	Multiple Chronic Conditions	DisGeNET BeFree	1.737E-3	1.000E0	2.323E-2	1.806E-1	6	857	MET,GAL,CD6,LXN,DSP,HRH3
Disease	C0796070	MICROPHTHALMIA, SYNDROMIC 7	DisGeNET BeFree	1.774E-3	1.000E0	2.349E-2	1.826E-1	2	40	MET,CD6
Disease	C0029453	Osteopenia	DisGeNET BeFree	1.957E-3	1.000E0	2.566E-2	1.995E-1	5	590	WNT10A,MET,PRRX1,CD6,MGP
Disease	C0013575	Ectodermal Dysplasia	DisGeNET BeFree	2.341E-3	1.000E0	3.039E-2	2.363E-1	2	46	WNT10A,DSP
Disease	C0206651	Clear Cell Sarcoma of Soft Tissue	DisGeNET BeFree	2.443E-3	1.000E0	3.103E-2	2.413E-1	2	47	MET,CD6
Disease	C0080233	Tooth Loss	DisGeNET BeFree	2.443E-3	1.000E0	3.103E-2	2.413E-1	2	47	WNT10A,MGP
Disease	C0917799	Hypersomnia	DisGeNET BeFree	2.652E-3	1.000E0	3.103E-2	2.413E-1	2	49	GAL,HRH3
Disease	C1301194	Salivary duct carcinoma	DisGeNET BeFree	2.982E-3	1.000E0	3.103E-2	2.413E-1	2	52	MET,GAL
Disease	C0001956	Alcohol Use Disorder	DisGeNET BeFree	3.110E-3	1.000E0	3.103E-2	2.413E-1	3	189	GAL,LXN,CNTN6
Disease	C4015202	PALMOPLANTAR KERATODERMA AND WOOLLY HAIR	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	DSP
Disease	C1864826	Epidermolysis bullosa, lethal acantholytic	DisGeNET Curated	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	DSP
Disease	C0154060	Carcinoma in situ of stomach	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	MET
Disease	C0007659	Cementoma	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	CD6
Disease	C0279606	Childhood Hepatocellular Carcinoma	DisGeNET Curated	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	MET
Disease	C0265242	Otocephaly	DisGeNET Curated	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	PRRX1
Disease	C1858302	Ectodermal dysplasia/ skin fragility syndrome	DisGeNET Curated	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	DSP
Disease	C0275686	Congenital listeriosis	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	LXN
Disease	C3887503	Neonatal Listeriosis	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	LXN
Disease	C0231616	Beevor's sign	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	CD6
Disease	C0740281	Multiple allergies	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	DSP
Disease	C3809719	Severe dermatitis, multiple allergies, metabolic wasting syndrome	DisGeNET Curated	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	DSP
Disease	605074	RENAL CELL CARCINOMA, PAPILLARY, 1	OMIM MedGen	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	MET
Disease	C0342649	Vascular calcification	DisGeNET Curated	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	MGP
Disease	C1328544	Tubular breast carcinoma	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	CDH13
Disease	C0266893	Subgingival dental calculus	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	MGP
Disease	C0025470	Mesenteric Panniculitis	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	LXN
Disease	C4085248	OSTEOFIBROUS DYSPLASIA, SUSCEPTIBILITY TO	DisGeNET Curated	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	MET
Disease	C1336839	Type 1 Papillary Renal Cell Carcinoma	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	MET
Disease	C3553932	DEAFNESS, AUTOSOMAL RECESSIVE 98	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	WNT10A
Disease	C1516474	Cellular Congenital Mesoblastic Nephroma	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	CD6
Disease	C1709353	Osteofibrous Dysplasia	DisGeNET Curated	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	MET
Disease	C0581321	Vertebral osteoporosis	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	CD6
Disease	cv:C1336839	Renal cell carcinoma, papillary, 1	Clinical Variations	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	MET
Disease	C0265242	Otocephaly	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	PRRX1
Disease	C1858302	Ectodermal dysplasia/ skin fragility syndrome	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	DSP
Disease	C0585051	Acute sciatica	DisGeNET BeFree	3.133E-3	1.000E0	3.103E-2	2.413E-1	1	2	GAL
Disease	C0020608	Hypodontia	DisGeNET BeFree	3.330E-3	1.000E0	3.274E-2	2.546E-1	2	55	WNT10A,DSP
Disease	C4524268	Advanced lung cancer	DisGeNET BeFree	3.450E-3	1.000E0	3.367E-2	2.618E-1	2	56	MET,PRRX1
Disease	C2939461	Myeloid neoplasm	DisGeNET BeFree	4.212E-3	1.000E0	4.025E-2	3.130E-1	2	62	MET,CD6
Disease	C2363973	Chronic thromboembolic pulmonary hypertension	DisGeNET BeFree	4.620E-3	1.000E0	4.025E-2	3.130E-1	2	65	CD6,MGP
Disease	C4707237	Striate palmoplantar keratoderma	DisGeNET Curated	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	DSP
Disease	C1855607	Keutel syndrome	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	MGP
Disease	C1266124	tumor miofibrobl??stico peribronquial cong??nito	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	CD6
Disease	C1876185	Dysgnathia complex	DisGeNET Curated	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	PRRX1
Disease	C1456332	Stimulant abuse	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	CDH13
Disease	C3809719	Severe dermatitis, multiple allergies, metabolic wasting syndrome	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	DSP
Disease	C4021800	Abnormality of dental enamel	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	DSP
Disease	C0344893	Right ventricular dilatation	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	DSP
Disease	C2745953	Spondylometaphyseal dysplasia with dentinogenesis imperfecta	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	GAL
Disease	C1510504	Fetal malnutrition without mention of light-for-dates	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	GAL
Disease	C3495530	Congenital alopecia X-linked	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	DSP
Disease	C0265992	alopecia congenita	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	DSP
Disease	C1832600	Naxos disease	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	DSP
Disease	C0406702	Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive	DisGeNET Curated	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	WNT10A
Disease	C0035353	Congenital retrognathism	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	PRRX1
Disease	C0700200	Presyncope	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	GAL
Disease	C1861923	Acampomelic Campomelic Dysplasia	DisGeNET BeFree	4.696E-3	1.000E0	4.025E-2	3.130E-1	1	3	CD6
Disease	C3888194	MIXED LINEAGE LEUKEMIA	DisGeNET BeFree	5.006E-3	1.000E0	4.263E-2	3.315E-1	3	224	MET,GAL,ASB2
Disease	C0010346	Crohn Disease	DisGeNET BeFree	5.111E-3	1.000E0	4.325E-2	3.363E-1	6	1063	CD6,LXN,MGP,DSP,GPR68,CDH13
Disease	C0018552	Hamartoma	DisGeNET BeFree	5.488E-3	1.000E0	4.614E-2	3.588E-1	2	71	PRRX1,CD6
Disease	C0023860	Listeriosis	DisGeNET BeFree	5.639E-3	1.000E0	4.705E-2	3.658E-1	2	72	MET,LXN
Disease	C0349788	Arrhythmogenic Right Ventricular Dysplasia	DisGeNET BeFree	5.792E-3	1.000E0	4.705E-2	3.658E-1	2	73	MET,DSP
Disease	C0014859	Esophageal Neoplasms	DisGeNET Curated	5.948E-3	1.000E0	4.705E-2	3.658E-1	2	74	MET,CDH13
Disease	C0546837	Malignant neoplasm of esophagus	DisGeNET Curated	5.948E-3	1.000E0	4.705E-2	3.658E-1	2	74	MET,CDH13
Disease	C1443296	Axial myopia	DisGeNET BeFree	6.257E-3	1.000E0	4.705E-2	3.658E-1	1	4	MET
Disease	C0158850	Fetal Malnutrition	DisGeNET BeFree	6.257E-3	1.000E0	4.705E-2	3.658E-1	1	4	GAL
Disease	C0334509	Clear cell sarcoma, of tendons and aponeuroses	DisGeNET BeFree	6.257E-3	1.000E0	4.705E-2	3.658E-1	1	4	CD6
Disease	C0034880	Hyperacusis	DisGeNET BeFree	6.257E-3	1.000E0	4.705E-2	3.658E-1	1	4	CNTN6
Disease	C0795816	Chromosome 6, monosomy 6q	DisGeNET BeFree	6.257E-3	1.000E0	4.705E-2	3.658E-1	1	4	CD6
Disease	C0279737	low-grade salivary gland carcinoma	DisGeNET BeFree	6.257E-3	1.000E0	4.705E-2	3.658E-1	1	4	CD6
