Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0015711	organic anion transport	 	5.168E-5	1.863E-1	7.331E-3	6.428E-2	12	424	HTR1A,HTR2C,PTGES,GRM1,PTGER3,BDKRB2,SLC22A9,SLC22A10,PRKCD,IL1B,SLC16A8,CA4
GO: Biological Process	GO:0001932	regulation of protein phosphorylation	 	5.478E-5	1.975E-1	7.331E-3	6.428E-2	23	1321	NHLRC1,NPPA,CEBPA,PYDC1,KIRREL2,GRM1,TRIM27,PTGER3,PTGER4,BDKRB2,NR2F2,TWIST1,MET,RASIP1,TRIB3,PKIA,PRKCD,GPNMB,MAPK1,IL1B,PEA15,ATP2B4,PID1
GO: Biological Process	GO:0010827	regulation of glucose transmembrane transport	 	5.685E-5	2.050E-1	7.331E-3	6.428E-2	6	94	MET,TRIB3,PRKCD,IL1B,PEA15,PID1
GO: Biological Process	GO:0042325	regulation of phosphorylation	 	5.694E-5	2.053E-1	7.331E-3	6.428E-2	25	1511	NHLRC1,NPPA,CEBPA,PYDC1,KIRREL2,GRM1,TRIM27,PTGER3,PTGER4,BDKRB2,NR2F2,TWIST1,MET,RASIP1,TRIB3,PKIA,PRKCD,GPNMB,MAPK1,IL1B,PEA15,ATP2B4,PID1,EPHA3,EPHA5
GO: Biological Process	GO:0072507	divalent inorganic cation homeostasis	 	6.315E-5	2.277E-1	7.851E-3	6.883E-2	14	576	NPY1R,HTR2C,CAMK2D,GRM1,PTGER3,TRIM24,PTGER4,BDKRB2,CCL28,P2RY6,CCR1,IL1B,TNNI3,ATP2B4
GO: Biological Process	GO:0006941	striated muscle contraction	 	6.815E-5	2.457E-1	8.190E-3	7.180E-2	8	191	NPPA,DSP,CAMK2D,RCSD1,TCAP,MET,TNNI3,TNNT1
GO: Biological Process	GO:0043549	regulation of kinase activity	 	7.692E-5	2.773E-1	8.488E-3	7.442E-2	19	992	NHLRC1,NPPA,CEBPA,PYDC1,GRM1,TRIM27,NR2F2,MET,RASIP1,TRIB3,PKIA,PRKCD,GPNMB,MAPK1,IL1B,PEA15,ATP2B4,EPHA3,EPHA5
GO: Biological Process	GO:0006874	cellular calcium ion homeostasis	 	7.702E-5	2.777E-1	8.488E-3	7.442E-2	13	513	NPY1R,HTR2C,CAMK2D,GRM1,PTGER3,PTGER4,BDKRB2,CCL28,P2RY6,CCR1,IL1B,TNNI3,ATP2B4
GO: Biological Process	GO:0050727	regulation of inflammatory response	 	7.818E-5	2.818E-1	8.488E-3	7.442E-2	11	375	NPPA,CEBPA,PTGES,CASP1,CASP5,PTGER3,PTGER4,F12,PRKCD,IL1B,MACIR
GO: Biological Process	GO:0043271	negative regulation of ion transport	 	8.005E-5	2.886E-1	8.488E-3	7.442E-2	11	376	GABRE,HTR1A,CAMK2D,TRIM27,PTGER3,PTGER4,TWIST1,PKIA,IL1B,PEA15,PID1
GO: Biological Process	GO:1902533	positive regulation of intracellular signal transduction	 	9.045E-5	3.261E-1	9.233E-3	8.095E-2	20	1092	NPPA,NECAB2,DHX58,HTR2C,CAMK2D,CASP1,GRM1,TRIM27,PTGER3,PTGER4,MET,CD8A,P2RY6,PRKCD,CCR1,GPNMB,MAPK1,IL1B,PEA15,VAV1
GO: Biological Process	GO:0071901	negative regulation of protein serine/threonine kinase activity	 	9.220E-5	3.324E-1	9.233E-3	8.095E-2	7	148	NPPA,CEBPA,NR2F2,RASIP1,PKIA,PRKCD,IL1B
GO: Biological Process	GO:0001660	fever generation	 	9.601E-5	3.461E-1	9.354E-3	8.201E-2	3	13	PTGES,PTGER3,IL1B
GO: Biological Process	GO:0051348	negative regulation of transferase activity	 	9.954E-5	3.588E-1	9.443E-3	8.279E-2	10	320	NPPA,CEBPA,PYDC1,TRIM27,NR2F2,RASIP1,TRIB3,PKIA,PRKCD,IL1B
GO: Biological Process	GO:0032103	positive regulation of response to external stimulus	 	1.028E-4	3.707E-1	9.504E-3	8.333E-2	13	528	NPPA,KLK7,CEBPA,DHX58,PTGER3,PTGER4,MET,OPTN,PRKCD,CCR1,MAPK1,IL1B,VAV1
GO: Biological Process	GO:0031399	regulation of protein modification process	 	1.148E-4	4.138E-1	1.035E-2	9.071E-2	27	1775	NHLRC1,NPPA,CEBPA,CAMK2D,PYDC1,KIRREL2,GRM1,TRIM27,PTGER3,PTGER4,BDKRB2,NR2F2,PPP4R4,TWIST1,MET,RASIP1,TRIB3,ISG15,PKIA,PRKCD,GPNMB,MAPK1,IL1B,PEA15,ATP2B4,PID1,MYB
GO: Biological Process	GO:0071900	regulation of protein serine/threonine kinase activity	 	1.194E-4	4.305E-1	1.047E-2	9.184E-2	13	536	NPPA,CEBPA,GRM1,NR2F2,MET,RASIP1,TRIB3,PKIA,PRKCD,MAPK1,IL1B,PEA15,ATP2B4
GO: Biological Process	GO:0019932	second-messenger-mediated signaling	 	1.220E-4	4.399E-1	1.047E-2	9.184E-2	14	613	NPPA,HTR1A,NPY1R,HTR2C,CAMK2D,GRM1,PTGER3,PTGER4,CD8A,P2RY6,CCR1,TNNI3,ATP2B4,EPHA5
GO: Biological Process	GO:0009914	hormone transport	 	1.265E-4	4.561E-1	1.061E-2	9.299E-2	11	396	NPPA,HTR1A,NPY1R,HTR2C,PTGER3,PTGER4,SLC22A9,IL1B,LTBP4,MYB,EPHA5
GO: Biological Process	GO:1902532	negative regulation of intracellular signal transduction	 	1.374E-4	4.953E-1	1.126E-2	9.870E-2	14	620	NPPA,HTR1A,NPY1R,DHX58,BDKRB2,TWIST1,MET,RASIP1,OPTN,TRIB3,TLE1,PRKCD,IL1B,ATP2B4
GO: Biological Process	GO:0031650	regulation of heat generation	 	1.512E-4	5.449E-1	1.194E-2	1.047E-1	3	15	PTGES,PTGER3,IL1B
GO: Biological Process	GO:0072503	cellular divalent inorganic cation homeostasis	 	1.541E-4	5.554E-1	1.194E-2	1.047E-1	13	550	NPY1R,HTR2C,CAMK2D,GRM1,PTGER3,PTGER4,BDKRB2,CCL28,P2RY6,CCR1,IL1B,TNNI3,ATP2B4
GO: Biological Process	GO:0032269	negative regulation of cellular protein metabolic process	 	1.557E-4	5.613E-1	1.194E-2	1.047E-1	19	1047	NPPA,CEBPA,PYDC1,KIRREL2,TRIM27,BDKRB2,NR2F2,PPP4R4,TWIST1,MET,NELL1,RASIP1,TRIB3,ISG15,PKIA,PRKCD,IL1B,ATP2B4,PID1
GO: Biological Process	GO:1903522	regulation of blood circulation	 	1.595E-4	5.748E-1	1.198E-2	1.050E-1	10	339	NPPA,HTR1A,NPY1R,HTR2C,DSP,CAMK2D,PTGER3,BDKRB2,TNNI3,ATP2B4
GO: Biological Process	GO:0034765	regulation of ion transmembrane transport	 	1.649E-4	5.946E-1	1.212E-2	1.063E-1	14	631	NPPA,CAMK2D,PTGER3,TWIST1,MET,KCNA4,TRIB3,P2RY6,KCNG1,PRKCD,IL1B,PEA15,ATP2B4,PID1
GO: Biological Process	GO:0031347	regulation of defense response	 	1.681E-4	6.061E-1	1.212E-2	1.063E-1	15	712	NPPA,KLK7,CEBPA,DHX58,PTGES,CASP1,CASP5,PTGER3,PTGER4,F12,OPTN,PRKCD,IL1B,VAV1,MACIR
GO: Biological Process	GO:0034762	regulation of transmembrane transport	 	1.761E-4	6.347E-1	1.245E-2	1.091E-1	14	635	NPPA,CAMK2D,PTGER3,TWIST1,MET,KCNA4,TRIB3,P2RY6,KCNG1,PRKCD,IL1B,PEA15,ATP2B4,PID1
GO: Biological Process	GO:0030155	regulation of cell adhesion	 	1.879E-4	6.773E-1	1.283E-2	1.124E-1	16	802	PRSS2,EPB41L4B,PTGER3,PTGER4,ONECUT1,ARHGDIB,CCL28,TNFSF13B,CLEC4G,PRKCD,GPNMB,IL1B,VAV1,EPHA3,MYB,EPHA5
GO: Biological Process	GO:0048585	negative regulation of response to stimulus	 	1.886E-4	6.801E-1	1.283E-2	1.124E-1	27	1829	NPPA,HTR1A,NPY1R,NECAB2,CYP26B1,DHX58,PYDC1,MESP1,TRIM27,PTGER3,PTGER4,ONECUT1,BDKRB2,F12,TWIST1,MET,RASIP1,OPTN,TRIB3,TLE1,CLEC4G,PRKCD,IL1B,PEA15,ATP2B4,PID1,MACIR
GO: Biological Process	GO:0007155	cell adhesion	 	1.921E-4	6.926E-1	1.283E-2	1.124E-1	24	1533	PRSS2,EPB41L4B,DSP,PRPH2,KIRREL2,FREM3,PTGER3,PTGER4,ONECUT1,ARHGDIB,KIRREL3,CCL28,TNFSF13B,PCDH19,CLEC4G,PRKCD,CCR1,SIGLEC11,GPNMB,IL1B,VAV1,EPHA3,MYB,EPHA5
GO: Biological Process	GO:0045859	regulation of protein kinase activity	 	2.012E-4	7.254E-1	1.319E-2	1.156E-1	17	892	NHLRC1,NPPA,CEBPA,PYDC1,GRM1,TRIM27,NR2F2,MET,RASIP1,TRIB3,PKIA,PRKCD,GPNMB,MAPK1,IL1B,PEA15,ATP2B4
GO: Biological Process	GO:0022610	biological adhesion	 	2.058E-4	7.417E-1	1.325E-2	1.161E-1	24	1540	PRSS2,EPB41L4B,DSP,PRPH2,KIRREL2,FREM3,PTGER3,PTGER4,ONECUT1,ARHGDIB,KIRREL3,CCL28,TNFSF13B,PCDH19,CLEC4G,PRKCD,CCR1,SIGLEC11,GPNMB,IL1B,VAV1,EPHA3,MYB,EPHA5
GO: Biological Process	GO:0032101	regulation of response to external stimulus	 	2.343E-4	8.446E-1	1.482E-2	1.299E-1	19	1081	NPPA,KLK7,CEBPA,DHX58,PTGES,CASP1,CASP5,PTGER3,TRIM24,PTGER4,F12,MET,OPTN,PRKCD,CCR1,MAPK1,IL1B,VAV1,MACIR
GO: Biological Process	GO:0055080	cation homeostasis	 	2.690E-4	9.698E-1	1.672E-2	1.466E-1	16	828	NPY1R,HTR2C,CAMK2D,GRM1,PTGER3,TRIM24,PTGER4,BDKRB2,CCL28,P2RY6,CCR1,MAPK1,IL1B,TNNI3,ATP2B4,CA4
GO: Biological Process	GO:0006939	smooth muscle contraction	 	2.857E-4	1.000E0	1.746E-2	1.531E-1	6	126	NPY1R,PTGER3,PTGER4,BDKRB2,TNNI3,ATP2B4
GO: Biological Process	GO:0040012	regulation of locomotion	 	2.986E-4	1.000E0	1.794E-2	1.573E-1	19	1102	HTR2C,EPB41L4B,CAMK2D,PTGER3,PTGER4,ONECUT1,NR2F2,TWIST1,MET,ARHGDIB,CCL28,P2RY6,CCR1,GPNMB,MAPK1,IL1B,ATP2B4,MACIR,EPHA3
GO: Biological Process	GO:0051338	regulation of transferase activity	 	3.125E-4	1.000E0	1.847E-2	1.619E-1	19	1106	NHLRC1,NPPA,CEBPA,PYDC1,GRM1,TRIM27,NR2F2,MET,RASIP1,TRIB3,PKIA,PRKCD,GPNMB,MAPK1,IL1B,PEA15,ATP2B4,EPHA3,EPHA5
GO: Biological Process	GO:0098771	inorganic ion homeostasis	 	3.199E-4	1.000E0	1.856E-2	1.627E-1	16	841	NPY1R,HTR2C,CAMK2D,GRM1,PTGER3,TRIM24,PTGER4,BDKRB2,CCL28,P2RY6,CCR1,MAPK1,IL1B,TNNI3,ATP2B4,CA4
GO: Biological Process	GO:1904659	glucose transmembrane transport	 	3.243E-4	1.000E0	1.856E-2	1.627E-1	6	129	MET,TRIB3,PRKCD,IL1B,PEA15,PID1
GO: Biological Process	GO:0051248	negative regulation of protein metabolic process	 	3.344E-4	1.000E0	1.883E-2	1.651E-1	19	1112	NPPA,CEBPA,PYDC1,KIRREL2,TRIM27,BDKRB2,NR2F2,PPP4R4,TWIST1,MET,NELL1,RASIP1,TRIB3,ISG15,PKIA,PRKCD,IL1B,ATP2B4,PID1
GO: Biological Process	GO:0070252	actin-mediated cell contraction	 	3.522E-4	1.000E0	1.932E-2	1.694E-1	6	131	DSP,CAMK2D,PTGER3,TCAP,TNNI3,TNNT1
GO: Biological Process	GO:0030500	regulation of bone mineralization	 	3.537E-4	1.000E0	1.932E-2	1.694E-1	5	85	TWIST1,NELL1,MGP,ISG15,CCR1
GO: Biological Process	GO:0006937	regulation of muscle contraction	 	3.644E-4	1.000E0	1.944E-2	1.704E-1	7	185	NPPA,DSP,CAMK2D,PTGER3,PTGER4,TNNI3,TNNT1
GO: Biological Process	GO:0008645	hexose transmembrane transport	 	3.669E-4	1.000E0	1.944E-2	1.704E-1	6	132	MET,TRIB3,PRKCD,IL1B,PEA15,PID1
GO: Biological Process	GO:0003009	skeletal muscle contraction	 	3.759E-4	1.000E0	1.944E-2	1.704E-1	4	48	RCSD1,TCAP,TNNI3,TNNT1
GO: Biological Process	GO:0008015	blood circulation	 	3.871E-4	1.000E0	1.944E-2	1.704E-1	13	605	NPPA,HTR1A,NPY1R,HTR2C,DSP,CAMK2D,PTGER3,TCAP,BDKRB2,NR2F2,MET,TNNI3,ATP2B4
GO: Biological Process	GO:0001818	negative regulation of cytokine production	 	3.929E-4	1.000E0	1.944E-2	1.704E-1	9	311	DHX58,PYDC1,TRIM27,PTGER4,TWIST1,MET,ISG15,GPNMB,MACIR
GO: Biological Process	GO:0019229	regulation of vasoconstriction	 	3.939E-4	1.000E0	1.944E-2	1.704E-1	5	87	HTR1A,NPY1R,HTR2C,PTGER3,BDKRB2
GO: Biological Process	GO:0015749	monosaccharide transmembrane transport	 	3.976E-4	1.000E0	1.944E-2	1.704E-1	6	134	MET,TRIB3,PRKCD,IL1B,PEA15,PID1
GO: Biological Process	GO:0030029	actin filament-based process	 	3.990E-4	1.000E0	1.944E-2	1.704E-1	16	858	EPB41L4B,DSP,CAMK2D,TRIM27,PTGER3,PTGER4,TCAP,MET,ARHGDIB,PRKCD,TNNI3,TNNT1,MARCKS,FGD3,EPHA3,EPHA5
GO: Biological Process	GO:1903959	regulation of anion transmembrane transport	 	4.137E-4	1.000E0	1.988E-2	1.743E-1	6	135	MET,TRIB3,PRKCD,IL1B,PEA15,PID1
GO: Biological Process	GO:0031649	heat generation	 	4.282E-4	1.000E0	2.014E-2	1.766E-1	3	21	PTGES,PTGER3,IL1B
GO: Biological Process	GO:0034219	carbohydrate transmembrane transport	 	4.303E-4	1.000E0	2.014E-2	1.766E-1	6	136	MET,TRIB3,PRKCD,IL1B,PEA15,PID1
GO: Biological Process	GO:0043500	muscle adaptation	 	4.474E-4	1.000E0	2.068E-2	1.813E-1	6	137	NPPA,CAMK2D,TCAP,IL1B,TNNT1,ATP2B4
GO: Biological Process	GO:0046879	hormone secretion	 	4.575E-4	1.000E0	2.073E-2	1.817E-1	10	387	NPPA,HTR1A,NPY1R,HTR2C,PTGER3,PTGER4,IL1B,LTBP4,MYB,EPHA5
GO: Biological Process	GO:0051270	regulation of cellular component movement	 	4.600E-4	1.000E0	2.073E-2	1.817E-1	19	1141	EPB41L4B,DSP,CAMK2D,PTGER3,PTGER4,ONECUT1,NR2F2,TWIST1,MET,ARHGDIB,CCL28,P2RY6,CCR1,GPNMB,MAPK1,IL1B,ATP2B4,MACIR,EPHA3
GO: Biological Process	GO:0048878	chemical homeostasis	 	4.658E-4	1.000E0	2.073E-2	1.818E-1	21	1332	NPY1R,CEBPA,CYP26B1,HTR2C,CAMK2D,GRM1,PTGER3,TRIM24,PTGER4,BDKRB2,MET,CCL28,P2RY6,MALL,CCR1,MAPK1,IL1B,TNNI3,ATP2B4,CA4,EPHA5
GO: Biological Process	GO:2000145	regulation of cell motility	 	4.727E-4	1.000E0	2.078E-2	1.822E-1	18	1051	EPB41L4B,CAMK2D,PTGER3,PTGER4,ONECUT1,NR2F2,TWIST1,MET,ARHGDIB,CCL28,P2RY6,CCR1,GPNMB,MAPK1,IL1B,ATP2B4,MACIR,EPHA3
GO: Biological Process	GO:0009617	response to bacterium	 	4.791E-4	1.000E0	2.081E-2	1.824E-1	14	701	KLK7,DHX58,PTGES,CASP1,PTGER3,PTGER4,CFD,OPTN,ISG15,PRKCD,MAPK1,IL1B,H2BC12,ALPL
GO: Biological Process	GO:0016477	cell migration	 	5.013E-4	1.000E0	2.129E-2	1.866E-1	24	1636	EPB41L4B,CAMK2D,MESP1,PTGER3,PTGER4,ONECUT1,NR2F2,TWIST1,PRSS3P2,MET,ARHGDIB,KIRREL3,CCL28,P2RY6,PRKCD,CCR1,GPNMB,MAPK1,IL1B,ATP2B4,VAV1,MACIR,SLC16A8,EPHA3
GO: Biological Process	GO:0034766	negative regulation of ion transmembrane transport	 	5.019E-4	1.000E0	2.129E-2	1.866E-1	6	140	CAMK2D,PTGER3,TWIST1,IL1B,PEA15,PID1
GO: Biological Process	GO:1903792	negative regulation of anion transport	 	5.150E-4	1.000E0	2.142E-2	1.878E-1	8	257	GABRE,HTR1A,PTGER3,PTGER4,PKIA,IL1B,PEA15,PID1
GO: Biological Process	GO:0034763	negative regulation of transmembrane transport	 	5.212E-4	1.000E0	2.142E-2	1.878E-1	6	141	CAMK2D,PTGER3,TWIST1,IL1B,PEA15,PID1
GO: Biological Process	GO:0098542	defense response to other organism	 	5.230E-4	1.000E0	2.142E-2	1.878E-1	19	1153	KLK7,DHX58,CAMK2D,STYK1,CASP1,PYDC1,TRIM27,SLA,F12,CFD,OPTN,CD8A,ISG15,C1R,C1S,PRKCD,IL1B,VAV1,H2BC12
GO: Biological Process	GO:0050801	ion homeostasis	 	5.456E-4	1.000E0	2.207E-2	1.935E-1	16	883	NPY1R,HTR2C,CAMK2D,GRM1,PTGER3,TRIM24,PTGER4,BDKRB2,CCL28,P2RY6,CCR1,MAPK1,IL1B,TNNI3,ATP2B4,CA4
GO: Biological Process	GO:0009968	negative regulation of signal transduction	 	5.510E-4	1.000E0	2.207E-2	1.935E-1	22	1447	NPPA,HTR1A,NPY1R,NECAB2,CYP26B1,DHX58,PYDC1,MESP1,PTGER3,ONECUT1,BDKRB2,TWIST1,MET,RASIP1,OPTN,TRIB3,TLE1,PRKCD,IL1B,PEA15,ATP2B4,PID1
GO: Biological Process	GO:0010628	positive regulation of gene expression	 	5.808E-4	1.000E0	2.301E-2	2.017E-1	20	1258	KLK7,CEBPA,CYP26B1,DHX58,EPB41L4B,CASP1,PYDC1,H1-9P,PTGER3,TRIM24,PTGER4,F12,TWIST1,MET,OPTN,TLE1,MAPK1,IL1B,PID1,MYB
GO: Biological Process	GO:0046942	carboxylic acid transport	 	5.895E-4	1.000E0	2.310E-2	2.025E-1	9	329	HTR1A,HTR2C,PTGES,GRM1,BDKRB2,SLC22A9,PRKCD,IL1B,SLC16A8
GO: Biological Process	GO:0030334	regulation of cell migration	 	6.088E-4	1.000E0	2.360E-2	2.069E-1	17	982	EPB41L4B,CAMK2D,PTGER3,PTGER4,ONECUT1,NR2F2,MET,ARHGDIB,CCL28,P2RY6,CCR1,GPNMB,MAPK1,IL1B,ATP2B4,MACIR,EPHA3
GO: Biological Process	GO:0046883	regulation of hormone secretion	 	6.156E-4	1.000E0	2.361E-2	2.070E-1	9	331	NPPA,HTR1A,NPY1R,HTR2C,PTGER3,PTGER4,IL1B,MYB,EPHA5
GO: Biological Process	GO:0060048	cardiac muscle contraction	 	6.265E-4	1.000E0	2.377E-2	2.084E-1	6	146	NPPA,DSP,CAMK2D,TCAP,MET,TNNI3
GO: Biological Process	GO:0002673	regulation of acute inflammatory response	 	6.340E-4	1.000E0	2.381E-2	2.087E-1	4	55	PTGES,PTGER3,F12,IL1B
GO: Biological Process	GO:0014888	striated muscle adaptation	 	6.790E-4	1.000E0	2.524E-2	2.213E-1	4	56	NPPA,TCAP,TNNT1,ATP2B4
GO: Biological Process	GO:0019935	cyclic-nucleotide-mediated signaling	 	7.607E-4	1.000E0	2.776E-2	2.434E-1	9	341	NPPA,HTR1A,NPY1R,HTR2C,PTGER3,PTGER4,CCR1,ATP2B4,EPHA5
