Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0043062	extracellular structure organization	 	2.214E-8	1.351E-4	2.200E-5	2.045E-4	35	459	THSD4,ADAMTS19,VIT,AEBP1,AGT,ANTXR1,PLOD2,FOXF2,COL5A2,NID2,COL10A1,COL11A1,ADAMTS2,TNC,COL27A1,ICAM3,ITGA8,CST3,CST5,ADAM19,ITGA7,OLFML2A,PXDN,ADAMTS9,SULF1,NPNT,LAMA2,LAMA3,LAMB1,ADAMTS8,CAV2,TGFBI,THBD,SH3PXD2B,NR2E1
GO: Biological Process	GO:0045229	external encapsulating structure organization	 	2.607E-8	1.590E-4	2.200E-5	2.045E-4	35	462	THSD4,ADAMTS19,VIT,AEBP1,AGT,ANTXR1,PLOD2,FOXF2,COL5A2,NID2,COL10A1,COL11A1,ADAMTS2,TNC,COL27A1,ICAM3,ITGA8,CST3,CST5,ADAM19,ITGA7,OLFML2A,PXDN,ADAMTS9,SULF1,NPNT,LAMA2,LAMA3,LAMB1,ADAMTS8,CAV2,TGFBI,THBD,SH3PXD2B,NR2E1
GO: Biological Process	GO:0098916	anterograde trans-synaptic signaling	 	3.247E-8	1.980E-4	2.200E-5	2.045E-4	55	944	EPHB2,ZDHHC2,KCNMB2,INSYN1,MBP,ETV5,ADCYAP1,PTCHD1,CPNE6,ADRA1A,AGT,SCN9A,VGF,HTR1E,HTR2C,HTR7,WNT7A,NLGN1,SYT10,PDLIM4,CARTPT,GNA14,LRRTM2,SV2C,CADPS2,PDE7B,GABRG1,GAD1,RELN,NAAA,MYO5B,CPLX2,DCC,GLRA2,NPTX1,NPTX2,CALB2,LAMA2,GRID1,GRID2,CAMK2N2,CAV2,GPR88,GRM4,GRM7,EDN1,P2RX6,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11,TPBG,HDC
GO: Biological Process	GO:0007268	chemical synaptic transmission	 	3.247E-8	1.980E-4	2.200E-5	2.045E-4	55	944	EPHB2,ZDHHC2,KCNMB2,INSYN1,MBP,ETV5,ADCYAP1,PTCHD1,CPNE6,ADRA1A,AGT,SCN9A,VGF,HTR1E,HTR2C,HTR7,WNT7A,NLGN1,SYT10,PDLIM4,CARTPT,GNA14,LRRTM2,SV2C,CADPS2,PDE7B,GABRG1,GAD1,RELN,NAAA,MYO5B,CPLX2,DCC,GLRA2,NPTX1,NPTX2,CALB2,LAMA2,GRID1,GRID2,CAMK2N2,CAV2,GPR88,GRM4,GRM7,EDN1,P2RX6,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11,TPBG,HDC
GO: Biological Process	GO:0099537	trans-synaptic signaling	 	4.466E-8	2.724E-4	2.556E-5	2.375E-4	55	953	EPHB2,ZDHHC2,KCNMB2,INSYN1,MBP,ETV5,ADCYAP1,PTCHD1,CPNE6,ADRA1A,AGT,SCN9A,VGF,HTR1E,HTR2C,HTR7,WNT7A,NLGN1,SYT10,PDLIM4,CARTPT,GNA14,LRRTM2,SV2C,CADPS2,PDE7B,GABRG1,GAD1,RELN,NAAA,MYO5B,CPLX2,DCC,GLRA2,NPTX1,NPTX2,CALB2,LAMA2,GRID1,GRID2,CAMK2N2,CAV2,GPR88,GRM4,GRM7,EDN1,P2RX6,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11,TPBG,HDC
GO: Biological Process	GO:0032990	cell part morphogenesis	 	4.662E-8	2.843E-4	2.556E-5	2.375E-4	56	980	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,TLX2,SPTBN5,SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,RELN,MYO5B,SPTB,FSTL4,DCC,RGMA,NEFH,BHLHE22,SLC23A2,PID1,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,UST,CRB1,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,COQ7,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0031175	neuron projection development	 	5.028E-8	3.067E-4	2.556E-5	2.375E-4	71	1384	EPHB2,HLA-A,HLA-B,RPS6KA5,MATN2,MBP,HLA-F,ETV1,ETV5,ADCYAP1,TLX2,SPTBN5,SLIT2,CPNE6,CLIC5,AGT,TRPV2,FLRT1,ISLR2,SEMA3C,CIB1,KLHL1,HTR7,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,CTSZ,RELN,MYO5B,SPTB,FSTL4,DCC,RGMA,NEFH,GDPD5,PTPRG,BHLHE22,ULK4,SLC23A2,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,GRID2,GRM4,UST,LGALS1,TSPAN2,SEMA3D,EFNB1,CD38,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0010975	regulation of neuron projection development	 	9.124E-8	5.564E-4	4.011E-5	3.728E-4	40	601	EPHB2,HLA-A,HLA-B,MBP,HLA-F,ADCYAP1,TLX2,SLIT2,AGT,TRPV2,ISLR2,SEMA3C,CIB1,HTR7,TNC,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,CAPRIN2,FAM9B,CTSZ,RELN,MYO5B,FSTL4,DCC,RGMA,PTPRG,ULK4,GRID2,UST,LGALS1,SEMA3D,CD38,NR2E1,PAX6,MARCKS,EPHA3
GO: Biological Process	GO:0099536	synaptic signaling	 	9.207E-8	5.616E-4	4.011E-5	3.728E-4	55	974	EPHB2,ZDHHC2,KCNMB2,INSYN1,MBP,ETV5,ADCYAP1,PTCHD1,CPNE6,ADRA1A,AGT,SCN9A,VGF,HTR1E,HTR2C,HTR7,WNT7A,NLGN1,SYT10,PDLIM4,CARTPT,GNA14,LRRTM2,SV2C,CADPS2,PDE7B,GABRG1,GAD1,RELN,NAAA,MYO5B,CPLX2,DCC,GLRA2,NPTX1,NPTX2,CALB2,LAMA2,GRID1,GRID2,CAMK2N2,CAV2,GPR88,GRM4,GRM7,EDN1,P2RX6,CD38,NR2E1,UNC13C,GSG1L,PCDH8,CDH11,TPBG,HDC
GO: Biological Process	GO:0048858	cell projection morphogenesis	 	1.206E-7	7.357E-4	4.905E-5	4.558E-4	54	956	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,TLX2,SPTBN5,SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,RELN,MYO5B,SPTB,FSTL4,DCC,RGMA,NEFH,BHLHE22,SLC23A2,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,UST,CRB1,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0048812	neuron projection morphogenesis	 	1.379E-7	8.411E-4	5.040E-5	4.684E-4	53	934	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,TLX2,SPTBN5,SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,RELN,MYO5B,SPTB,FSTL4,DCC,RGMA,NEFH,BHLHE22,SLC23A2,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,UST,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0048667	cell morphogenesis involved in neuron differentiation	 	1.405E-7	8.569E-4	5.040E-5	4.684E-4	51	883	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,TLX2,SPTBN5,SLIT2,CLIC5,TRPV2,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,RELN,MYO5B,SPTB,FSTL4,DCC,RGMA,NEFH,BHLHE22,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,UST,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0007409	axonogenesis	 	1.620E-7	9.878E-4	5.488E-5	5.100E-4	44	711	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,SPTBN5,SLIT2,TRPV2,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,TSKU,ARHGAP4,BCL11B,RELN,MYO5B,SPTB,FSTL4,DCC,RGMA,NEFH,BHLHE22,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,UST,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,EPHA3,HDC,EPHA5
GO: Biological Process	GO:0048666	neuron development	 	1.799E-7	1.097E-3	5.774E-5	5.366E-4	78	1629	EPHB2,IRX5,HLA-A,HLA-B,RPS6KA5,MATN2,MBP,HLA-F,ETV1,ETV5,ADCYAP1,TLX2,SPTBN5,SLIT2,CPNE6,CLIC5,AGT,TRPV2,FLRT1,CNGB1,ONECUT2,ISLR2,SEMA3C,CIB1,KLHL1,HTR7,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,CTSZ,SOX1,RELN,MYO5B,SPTB,FSTL4,DCC,RGMA,NEFH,GDPD5,PTPRG,BHLHE22,DIO3,ULK4,SLC23A2,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,GRID2,GRM4,LHX6,UST,LGALS1,TSPAN2,CRB1,SEMA3D,EFNB1,CD38,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0030308	negative regulation of cell growth	 	2.018E-7	1.231E-3	6.154E-5	5.719E-4	22	229	CDKN2A,RERG,ST20,SLIT2,AGT,HSPA1A,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,FRZB,CAPRIN2,DACT3,SMARCA2,FSTL4,DCC,RGMA,PRDM11,BST2,SEMA3D,DCUN1D3
GO: Biological Process	GO:0120039	plasma membrane bounded cell projection morphogenesis	 	2.282E-7	1.392E-3	6.626E-5	6.158E-4	53	949	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,TLX2,SPTBN5,SLIT2,CPNE6,TRPV2,FLRT1,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,FAM9B,RELN,MYO5B,SPTB,FSTL4,DCC,RGMA,NEFH,BHLHE22,SLC23A2,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,UST,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0048880	sensory system development	 	3.191E-7	1.946E-3	8.848E-5	8.222E-4	50	881	EPHB2,PCSK5,EYA4,IRX5,OBSCN,CHM,MEIS1,ADCYAP1,FZD7,SPTBN5,FZD8,TYRP1,HSPA1A,FOXF2,COL5A2,NID2,WNT5A,WNT7A,WNT2B,MAB21L2,TSKU,BCL11B,CST3,CST5,MYH15,CRYBG3,PALS2,ATP2B3,SOX1,FJX1,VWDE,AFAP1L2,ARL6IP1,SULF1,BHLHE22,DIO3,DLX1,DLX2,LAMB1,EDN1,CRB1,ZNF503,LIMK2,SH3PXD2B,EFNB1,NR2E1,PAX6,CDH6,CDH11,MARCKS
GO: Biological Process	GO:0009887	animal organ morphogenesis	 	3.665E-7	2.235E-3	9.718E-5	9.031E-4	79	1687	EPHB2,CDKN2A,EYA4,IRX5,DHRS3,ESRRG,ACTC1,ETV5,PHLDA2,CHM,MEIS1,OVOL2,FZD7,FZD8,SLIT2,CLIC5,ZNRF3,PCDH19,AGT,PLAU,HSPA1A,FOXF2,ALPL,ONECUT2,COL5A2,NID2,SEMA3C,COL10A1,COL11A1,TNC,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,ITGA8,MAB21L2,TCAP,TIPARP,TSKU,BCL11B,WTIP,FRZB,PARVA,FAM20A,CTSZ,SOX1,MYO5B,FJX1,GHR,AFAP1L2,ARL6IP1,SULF1,BHLHE22,DIO3,LBH,DLX1,DLX2,NPNT,TCF7L2,HDAC5,GRK5,LAMA2,LAMA3,LAMB1,NR4A3,EDN1,CRB1,ZNF503,GREM2,SEMA3D,SH3PXD2B,EFNB1,TLE1,SP5,PAX6,TNNT2,CDH6,MARCKS
GO: Biological Process	GO:0000904	cell morphogenesis involved in differentiation	 	4.016E-7	2.449E-3	1.020E-4	9.483E-4	57	1073	EPHB2,RPS6KA5,MATN2,MBP,DACT2,ETV1,ETV5,TLX2,FZD7,SPTBN5,SLIT2,CLIC5,TRPV2,ANTXR1,ISLR2,SEMA3C,CIB1,TNC,VASN,WNT3,WNT5A,WNT7A,ITGA8,NLGN1,TSKU,ARHGAP4,BCL11B,CAPRIN2,PARVA,FAM9B,RELN,MYO5B,SPTB,FSTL4,DCC,RGMA,NEFH,BHLHE22,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,UST,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0050768	negative regulation of neurogenesis	 	4.925E-7	3.004E-3	1.202E-4	1.117E-3	19	185	EPHB2,MBP,ADCYAP1,TLX2,SLIT2,SEMA3C,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,FSTL4,DCC,RGMA,DLX1,DLX2,SEMA3D,NR2E1,PAX6
GO: Biological Process	GO:0061564	axon development	 	6.232E-7	3.801E-3	1.447E-4	1.345E-3	45	772	EPHB2,RPS6KA5,MATN2,MBP,ETV1,ETV5,SPTBN5,SLIT2,TRPV2,ISLR2,SEMA3C,TNC,VASN,WNT3,WNT5A,WNT7A,TSKU,ARHGAP4,BCL11B,RELN,MYO5B,SPTB,FSTL4,DCC,RGMA,NEFH,BHLHE22,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,UST,TSPAN2,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH11,EPHA3,HDC,EPHA5
GO: Biological Process	GO:0051960	regulation of nervous system development	 	6.408E-7	3.908E-3	1.447E-4	1.345E-3	38	599	EPHB2,MBP,ETV5,ADCYAP1,TLX2,SLIT2,TRPV2,HES6,FLRT1,ISLR2,SEMA3C,LRRN1,TNC,WNT3,WNT5A,WNT7A,NLGN1,ARHGAP4,CAPRIN2,LRRTM2,FAM9B,RELN,SWAP70,MYO5B,FSTL4,DCC,RGMA,DLX1,DLX2,IL33,AMIGO2,TCF7L2,GRID2,SEMA3D,NR2E1,PAX6,MARCKS,TPBG
GO: Biological Process	GO:0045926	negative regulation of growth	 	6.685E-7	4.077E-3	1.456E-4	1.353E-3	25	306	CDKN2A,RERG,ST20,MEIS1,SLIT2,AGT,HSPA1A,SEMA3C,TNC,WNT3,WNT5A,ARHGAP4,MT1F,FRZB,CAPRIN2,DACT3,SMARCA2,FSTL4,DCC,RGMA,PRDM11,BST2,TCF7L2,SEMA3D,DCUN1D3
GO: Biological Process	GO:0048593	camera-type eye morphogenesis	 	6.922E-7	4.222E-3	1.456E-4	1.353E-3	24	286	EPHB2,IRX5,CHM,MEIS1,FZD8,HSPA1A,FOXF2,NID2,WNT5A,WNT2B,MAB21L2,TSKU,SOX1,FJX1,AFAP1L2,ARL6IP1,BHLHE22,DIO3,CRB1,ZNF503,EFNB1,PAX6,CDH6,MARCKS
GO: Biological Process	GO:0090596	sensory organ morphogenesis	 	7.818E-7	4.768E-3	1.584E-4	1.472E-3	35	532	EPHB2,EYA4,IRX5,ESRRG,CHM,MEIS1,FZD8,CLIC5,HSPA1A,FOXF2,COL5A2,NID2,COL11A1,WNT5A,WNT2B,ITGA8,MAB21L2,TCAP,TSKU,FRZB,SOX1,FJX1,AFAP1L2,ARL6IP1,BHLHE22,DIO3,LAMB1,NR4A3,EDN1,CRB1,ZNF503,EFNB1,PAX6,CDH6,MARCKS
GO: Biological Process	GO:0051961	negative regulation of nervous system development	 	8.050E-7	4.909E-3	1.584E-4	1.472E-3	19	191	EPHB2,MBP,ADCYAP1,TLX2,SLIT2,SEMA3C,TNC,WNT3,WNT5A,WNT7A,ARHGAP4,FSTL4,DCC,RGMA,DLX1,DLX2,SEMA3D,NR2E1,PAX6
GO: Biological Process	GO:0120035	regulation of plasma membrane bounded cell projection organization	 	1.028E-6	6.272E-3	1.891E-4	1.757E-3	47	838	EPHB2,HLA-A,HLA-B,MBP,HLA-F,CNTROB,ADCYAP1,TLX2,SH3YL1,SLIT2,ZMYND10,AGT,TRPV2,ISLR2,SEMA3C,CIB1,HTR7,TNC,WNT3,WNT5A,WNT7A,NLGN1,TSKU,ARHGAP4,CAPRIN2,CEP135,FAM9B,CTSZ,RELN,MYO5B,FSTL4,DCC,RGMA,PTPRG,ULK4,GRK5,LAMB1,GRID2,UST,LGALS1,SEMA3D,LIMK2,CD38,NR2E1,PAX6,MARCKS,EPHA3
GO: Biological Process	GO:0001654	eye development	 	1.053E-6	6.423E-3	1.891E-4	1.757E-3	45	787	EPHB2,IRX5,OBSCN,CHM,MEIS1,ADCYAP1,SPTBN5,FZD8,TYRP1,HSPA1A,FOXF2,COL5A2,NID2,WNT5A,WNT7A,WNT2B,MAB21L2,TSKU,BCL11B,CST3,CST5,MYH15,CRYBG3,PALS2,ATP2B3,SOX1,FJX1,VWDE,AFAP1L2,ARL6IP1,BHLHE22,DIO3,DLX1,DLX2,LAMB1,CRB1,ZNF503,LIMK2,SH3PXD2B,EFNB1,NR2E1,PAX6,CDH6,CDH11,MARCKS
GO: Biological Process	GO:0051241	negative regulation of multicellular organismal process	 	1.054E-6	6.429E-3	1.891E-4	1.757E-3	63	1272	EPHB2,CDKN2A,PDE4B,HLA-A,HLA-B,RPS6KA5,MBP,HLA-F,MEIS1,ADCYAP1,TLX2,TNFRSF4,OVOL2,CISH,FZD7,SLIT2,ADRA1A,AGT,PLAU,HSPA1A,SEMA3C,DHX58,HTR7,TNC,VASN,WNT3,WNT5A,WNT7A,PYDC1,ACVR1C,TSKU,CARTPT,ARHGAP4,ARHGDIB,FRZB,CST3,DACT3,CST5,HAMP,FSTL4,DCC,PTGER3,RGMA,PTPRG,ADAMTS9,BST2,SULF1,SERPING1,DLX1,DLX2,IL33,TCF7L2,HDAC5,EDN1,SEMA3D,THBD,CD86,CD38,NR2E1,LRPAP1,PAX6,CALCRL,TPBG
GO: Biological Process	GO:0048598	embryonic morphogenesis	 	1.139E-6	6.945E-3	1.977E-4	1.837E-3	58	1136	EPHB2,EYA4,IRX5,ESRRG,MBP,ETV5,MEIS1,TLX2,OVOL2,FZD7,FZD8,CLIC5,RHOV,PCDH19,FOXF2,COL5A2,NID2,COL11A1,DEAF1,LRRN1,WNT3,WNT5A,COL27A1,WNT7A,WNT2B,KIF16B,ITGA8,MAB21L2,TCAP,WTIP,FRZB,SWAP70,ITGA7,RGMA,BMP8B,AFAP1L2,PTPRE,SULF1,LBH,DLX1,DLX2,TRIM15,TCF7L2,GRK5,LAMA3,LAMB1,NR4A3,EDN1,ZNF503,GREM2,SEMA3D,EFNB1,SP5,PAX6,PCDH8,MARCKS,COQ7,EPHA3
GO: Biological Process	GO:0150063	visual system development	 	1.167E-6	7.118E-3	1.977E-4	1.837E-3	45	790	EPHB2,IRX5,OBSCN,CHM,MEIS1,ADCYAP1,SPTBN5,FZD8,TYRP1,HSPA1A,FOXF2,COL5A2,NID2,WNT5A,WNT7A,WNT2B,MAB21L2,TSKU,BCL11B,CST3,CST5,MYH15,CRYBG3,PALS2,ATP2B3,SOX1,FJX1,VWDE,AFAP1L2,ARL6IP1,BHLHE22,DIO3,DLX1,DLX2,LAMB1,CRB1,ZNF503,LIMK2,SH3PXD2B,EFNB1,NR2E1,PAX6,CDH6,CDH11,MARCKS
GO: Biological Process	GO:0000902	cell morphogenesis	 	1.199E-6	7.313E-3	1.977E-4	1.837E-3	67	1390	EPHB2,RPS6KA5,MATN2,MBP,DACT2,ETV1,ETV5,TLX2,FZD7,SPTBN5,SLIT2,CPNE6,CLIC5,TRPV2,ANTXR1,FLRT1,ISLR2,SEMA3C,CIB1,TNC,VASN,WNT3,WNT5A,WNT7A,ITGA8,NLGN1,TSKU,ARHGAP4,BCL11B,WTIP,CAPRIN2,PARVA,FAM9B,RELN,MYO5B,SPTB,FSTL4,PALMD,DCC,ITGA7,RGMA,NEFH,COCH,BHLHE22,SLC23A2,NPTX1,THSD7A,LAMA2,LAMA3,LAMB1,NR4A3,UST,CRB1,SEMA3D,EFNB1,NR2E1,TTL,LGR6,PAX6,CDH6,CDH11,CDH12,MARCKS,EPHA3,TPBG,HDC,EPHA5
GO: Biological Process	GO:0001558	regulation of cell growth	 	1.305E-6	7.959E-3	2.095E-4	1.946E-3	35	544	CDKN2A,RERG,ST20,CISH,SLIT2,CPNE6,AGT,TRPV2,HSPA1A,ISLR2,SEMA3C,CIB1,TNC,WNT3,WNT5A,ARHGAP4,FRZB,CAPRIN2,DACT3,SMARCA2,HAMP,MYO5B,FSTL4,DCC,RGMA,CCN5,PRDM11,BST2,SLC23A2,CAMK2D,EDN1,SEMA3D,CD38,TTL,DCUN1D3
