Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Molecular Function	GO:0015318	inorganic molecular entity transmembrane transporter activity	 	4.001E-3	1.000E0	4.457E-2	2.919E-1	14	908	SLC26A4,GRID1,KCNIP3,CACNG3,KCNV1,KCNB1,KCNJ4,KCNK2,HRH1,KCNS1,KCNMB4,SLC2A13,GABRA1,GABRA4
GO: Molecular Function	GO:0015271	outward rectifier potassium channel activity	 	4.074E-3	1.000E0	4.457E-2	2.919E-1	2	14	KCNB1,KCNK2
GO: Molecular Function	GO:0003700	DNA-binding transcription factor activity	 	4.159E-3	1.000E0	4.457E-2	2.919E-1	19	1426	ONECUT2,PRRX1,FEZF2,ARX,POU3F1,KCNIP3,LHX6,OVOL2,LHX2,OTX1,BCL11B,MRTFB,CSRNP3,EGR3,NR2E1,DLX1,DLX2,EMX2,PRDM16
GO: Molecular Function	GO:1990837	sequence-specific double-stranded DNA binding	 	4.207E-3	1.000E0	4.457E-2	2.919E-1	21	1644	DPF1,ONECUT2,PRRX1,FEZF2,ARX,POU3F1,STOX1,KCNIP3,LHX6,OVOL2,LHX2,OTX1,BCL11B,MRTFB,CSRNP3,EGR3,NR2E1,DLX1,DLX2,EMX2,PRDM16
GO: Molecular Function	GO:0008227	G protein-coupled amine receptor activity	 	4.429E-3	1.000E0	4.566E-2	2.990E-1	3	48	HTR1E,CHRM1,HRH1
GO: Molecular Function	GO:0015075	ion transmembrane transporter activity	 	4.542E-3	1.000E0	4.566E-2	2.990E-1	15	1021	SLC26A4,GRID1,KCNIP3,CACNG3,KCNV1,SLC22A18,KCNB1,KCNJ4,KCNK2,HRH1,KCNS1,KCNMB4,SLC2A13,GABRA1,GABRA4
GO: Biological Process	GO:0021892	cerebral cortex GABAergic interneuron differentiation	 	1.196E-8	2.926E-5	2.926E-5	2.452E-4	5	12	FEZF2,ARX,LHX6,DLX1,DLX2
GO: Biological Process	GO:0021895	cerebral cortex neuron differentiation	 	4.410E-8	1.079E-4	5.260E-5	4.408E-4	6	29	FEZF2,ARX,LHX6,NR2E1,DLX1,DLX2
GO: Biological Process	GO:0097154	GABAergic neuron differentiation	 	6.451E-8	1.578E-4	5.260E-5	4.408E-4	5	16	FEZF2,ARX,LHX6,DLX1,DLX2
GO: Biological Process	GO:0030900	forebrain development	 	5.879E-7	1.438E-3	3.595E-4	3.013E-3	15	448	NRGN,FEZF2,WNT7A,ARX,POU3F1,LHX6,LHX2,OTX1,BCL11B,MRTFB,NR2E1,PLCB1,DLX1,DLX2,EMX2
GO: Biological Process	GO:0021872	forebrain generation of neurons	 	1.037E-6	2.537E-3	5.074E-4	4.252E-3	7	76	FEZF2,ARX,LHX6,BCL11B,NR2E1,DLX1,DLX2
GO: Biological Process	GO:0045165	cell fate commitment	 	2.489E-6	6.088E-3	1.015E-3	8.503E-3	12	318	ONECUT2,PRRX1,FEZF2,WNT7A,ARX,LHX6,BCL11B,NR2E1,WNT10A,CHRDL1,DLX1,DLX2
GO: Biological Process	GO:0098916	anterograde trans-synaptic signaling	 	3.853E-6	9.425E-3	1.113E-3	9.323E-3	20	891	GAD1,HTR1E,NRGN,RASGRF2,MYO5B,WNT7A,LAMA2,GRID1,CHRM1,ITPKA,CACNG3,KCNB1,EGR3,NR2E1,PLCB1,HRH1,KCNMB4,PCDH8,GABRA1,GABRA4
GO: Biological Process	GO:0007268	chemical synaptic transmission	 	3.853E-6	9.425E-3	1.113E-3	9.323E-3	20	891	GAD1,HTR1E,NRGN,RASGRF2,MYO5B,WNT7A,LAMA2,GRID1,CHRM1,ITPKA,CACNG3,KCNB1,EGR3,NR2E1,PLCB1,HRH1,KCNMB4,PCDH8,GABRA1,GABRA4
GO: Biological Process	GO:0099537	trans-synaptic signaling	 	4.480E-6	1.096E-2	1.113E-3	9.323E-3	20	900	GAD1,HTR1E,NRGN,RASGRF2,MYO5B,WNT7A,LAMA2,GRID1,CHRM1,ITPKA,CACNG3,KCNB1,EGR3,NR2E1,PLCB1,HRH1,KCNMB4,PCDH8,GABRA1,GABRA4
GO: Biological Process	GO:0030182	neuron differentiation	 	5.998E-6	1.467E-2	1.113E-3	9.323E-3	28	1620	PCP4,EPHB6,ONECUT2,ISLR2,PRRX1,CIB1,MYO5B,FEZF2,FAT3,WNT7A,ARX,LAMA2,LHX6,TIAM2,ITPKA,LHX2,NTN4,BCL11B,MRTFB,NR2E1,NGEF,WNT10A,CHRDL1,DLX1,DLX2,FLRT2,FLRT1,EMX2
GO: Biological Process	GO:0099536	synaptic signaling	 	6.116E-6	1.496E-2	1.113E-3	9.323E-3	20	919	GAD1,HTR1E,NRGN,RASGRF2,MYO5B,WNT7A,LAMA2,GRID1,CHRM1,ITPKA,CACNG3,KCNB1,EGR3,NR2E1,PLCB1,HRH1,KCNMB4,PCDH8,GABRA1,GABRA4
GO: Biological Process	GO:0022008	neurogenesis	 	6.409E-6	1.568E-2	1.113E-3	9.323E-3	31	1914	PCP4,EPHB6,ONECUT2,ISLR2,PRRX1,CIB1,MYO5B,FEZF2,FAT3,WNT7A,ARX,LAMA2,POU3F1,LHX6,CHRM1,TIAM2,ITPKA,LHX2,NTN4,BCL11B,MRTFB,NR2E1,NGEF,WNT10A,CHRDL1,DLX1,DLX2,FLRT2,FLRT1,EMX2,PRDM16
GO: Biological Process	GO:0021853	cerebral cortex GABAergic interneuron migration	 	6.644E-6	1.625E-2	1.113E-3	9.323E-3	3	6	FEZF2,ARX,LHX6
GO: Biological Process	GO:0021537	telencephalon development	 	6.767E-6	1.655E-2	1.113E-3	9.323E-3	11	292	NRGN,FEZF2,ARX,LHX6,LHX2,BCL11B,NR2E1,PLCB1,DLX1,DLX2,EMX2
GO: Biological Process	GO:0021879	forebrain neuron differentiation	 	6.823E-6	1.669E-2	1.113E-3	9.323E-3	6	66	FEZF2,ARX,LHX6,BCL11B,DLX1,DLX2
GO: Biological Process	GO:0021543	pallium development	 	1.005E-5	2.458E-2	1.536E-3	1.287E-2	9	196	FEZF2,ARX,LHX6,LHX2,NR2E1,PLCB1,DLX1,DLX2,EMX2
GO: Biological Process	GO:0000904	cell morphogenesis involved in differentiation	 	1.279E-5	3.128E-2	1.806E-3	1.513E-2	19	884	EPHB6,ISLR2,CIB1,MYO5B,FEZF2,FAT3,WNT7A,ARX,OLFM4,LAMA2,LAMB3,TIAM2,ITPKA,LHX2,NTN4,BCL11B,NR2E1,NGEF,FLRT2
GO: Biological Process	GO:0048663	neuron fate commitment	 	1.329E-5	3.250E-2	1.806E-3	1.513E-2	6	74	PRRX1,FEZF2,LHX6,BCL11B,DLX1,DLX2
GO: Biological Process	GO:0007423	sensory organ development	 	1.698E-5	4.154E-2	2.145E-3	1.797E-2	16	665	COL5A2,PRRX1,COL11A1,FAT3,WNT7A,STOX1,LHX2,OTX1,BCL11B,NR2E1,KCNK2,WNT10A,CHRDL1,DLX1,DLX2,PRDM16
GO: Biological Process	GO:0021894	cerebral cortex GABAergic interneuron development	 	1.841E-5	4.504E-2	2.145E-3	1.797E-2	3	8	FEZF2,ARX,LHX6
GO: Biological Process	GO:1904936	interneuron migration	 	1.841E-5	4.504E-2	2.145E-3	1.797E-2	3	8	FEZF2,ARX,LHX6
GO: Biological Process	GO:0050804	modulation of chemical synaptic transmission	 	2.283E-5	5.583E-2	2.375E-3	1.990E-2	14	533	NRGN,RASGRF2,MYO5B,WNT7A,LAMA2,GRID1,ITPKA,CACNG3,KCNB1,NR2E1,PLCB1,HRH1,KCNMB4,PCDH8
GO: Biological Process	GO:0051094	positive regulation of developmental process	 	2.293E-5	5.609E-2	2.375E-3	1.990E-2	25	1454	PCP4,ISLR2,CIB1,DDAH1,MYO5B,FEZF2,WNT7A,ARX,OLFM4,STOX1,GDF10,TIAM2,ITPKA,OVOL2,MRTFB,RANBP3L,EGR3,NR2E1,WIF1,PLCB1,DLX1,DLX2,FLRT2,FLRT1,PRDM16
GO: Biological Process	GO:0099177	regulation of trans-synaptic signaling	 	2.330E-5	5.700E-2	2.375E-3	1.990E-2	14	534	NRGN,RASGRF2,MYO5B,WNT7A,LAMA2,GRID1,ITPKA,CACNG3,KCNB1,NR2E1,PLCB1,HRH1,KCNMB4,PCDH8
GO: Biological Process	GO:0021830	interneuron migration from the subpallium to the cortex	 	2.748E-5	6.721E-2	2.688E-3	2.253E-2	3	9	FEZF2,ARX,LHX6
GO: Biological Process	GO:0048699	generation of neurons	 	3.393E-5	8.300E-2	3.192E-3	2.675E-2	28	1779	PCP4,EPHB6,ONECUT2,ISLR2,PRRX1,CIB1,MYO5B,FEZF2,FAT3,WNT7A,ARX,LAMA2,LHX6,TIAM2,ITPKA,LHX2,NTN4,BCL11B,MRTFB,NR2E1,NGEF,WNT10A,CHRDL1,DLX1,DLX2,FLRT2,FLRT1,EMX2
GO: Biological Process	GO:0021953	central nervous system neuron differentiation	 	3.821E-5	9.346E-2	3.412E-3	2.859E-2	9	232	EPHB6,FEZF2,WNT7A,ARX,LHX6,BCL11B,NR2E1,DLX1,DLX2
GO: Biological Process	GO:0021877	forebrain neuron fate commitment	 	3.905E-5	9.552E-2	3.412E-3	2.859E-2	3	10	FEZF2,LHX6,BCL11B
GO: Biological Process	GO:1902871	positive regulation of amacrine cell differentiation	 	4.919E-5	1.203E-1	4.011E-3	3.361E-2	2	2	DLX1,DLX2
GO: Biological Process	GO:0021893	cerebral cortex GABAergic interneuron fate commitment	 	4.919E-5	1.203E-1	4.011E-3	3.361E-2	2	2	DLX1,DLX2
GO: Biological Process	GO:0048666	neuron development	 	5.484E-5	1.341E-1	4.327E-3	3.626E-2	23	1343	PCP4,EPHB6,ONECUT2,ISLR2,PRRX1,CIB1,MYO5B,FEZF2,FAT3,WNT7A,ARX,LAMA2,LHX6,TIAM2,ITPKA,LHX2,NTN4,BCL11B,MRTFB,NR2E1,NGEF,FLRT2,FLRT1
GO: Biological Process	GO:0031175	neuron projection development	 	7.216E-5	1.765E-1	5.516E-3	4.622E-2	21	1182	PCP4,EPHB6,ISLR2,PRRX1,CIB1,MYO5B,FEZF2,FAT3,WNT7A,ARX,LAMA2,TIAM2,ITPKA,LHX2,NTN4,BCL11B,MRTFB,NR2E1,NGEF,FLRT2,FLRT1
GO: Biological Process	GO:0000902	cell morphogenesis	 	7.755E-5	1.897E-1	5.748E-3	4.817E-2	21	1188	EPHB6,ISLR2,CIB1,MYO5B,FEZF2,FAT3,WNT7A,ARX,OLFM4,LAMA2,LAMB3,TIAM2,ITPKA,LHX2,NTN4,BCL11B,NR2E1,NGEF,FLRT2,FLRT1,CDH9
GO: Biological Process	GO:0048812	neuron projection morphogenesis	 	8.933E-5	2.185E-1	6.227E-3	5.218E-2	16	764	EPHB6,ISLR2,MYO5B,FEZF2,WNT7A,ARX,LAMA2,TIAM2,ITPKA,LHX2,NTN4,BCL11B,NR2E1,NGEF,FLRT2,FLRT1
GO: Biological Process	GO:0021826	substrate-independent telencephalic tangential migration	 	9.165E-5	2.242E-1	6.227E-3	5.218E-2	3	13	FEZF2,ARX,LHX6
GO: Biological Process	GO:0021843	substrate-independent telencephalic tangential interneuron migration	 	9.165E-5	2.242E-1	6.227E-3	5.218E-2	3	13	FEZF2,ARX,LHX6
GO: Biological Process	GO:0120039	plasma membrane bounded cell projection morphogenesis	 	1.119E-4	2.738E-1	7.400E-3	6.201E-2	16	779	EPHB6,ISLR2,MYO5B,FEZF2,WNT7A,ARX,LAMA2,TIAM2,ITPKA,LHX2,NTN4,BCL11B,NR2E1,NGEF,FLRT2,FLRT1
GO: Biological Process	GO:0048858	cell projection morphogenesis	 	1.205E-4	2.948E-1	7.757E-3	6.500E-2	16	784	EPHB6,ISLR2,MYO5B,FEZF2,WNT7A,ARX,LAMA2,TIAM2,ITPKA,LHX2,NTN4,BCL11B,NR2E1,NGEF,FLRT2,FLRT1
GO: Biological Process	GO:0007409	axonogenesis	 	1.315E-4	3.217E-1	8.249E-3	6.912E-2	13	550	EPHB6,ISLR2,MYO5B,FEZF2,WNT7A,ARX,LAMA2,TIAM2,LHX2,NTN4,BCL11B,NR2E1,FLRT2
GO: Biological Process	GO:0048667	cell morphogenesis involved in neuron differentiation	 	1.367E-4	3.345E-1	8.362E-3	7.007E-2	15	710	EPHB6,ISLR2,MYO5B,FEZF2,WNT7A,ARX,LAMA2,TIAM2,ITPKA,LHX2,NTN4,BCL11B,NR2E1,NGEF,FLRT2
GO: Biological Process	GO:0009887	animal organ morphogenesis	 	1.583E-4	3.873E-1	9.166E-3	7.681E-2	21	1250	ONECUT2,COL5A2,PRRX1,COL11A1,FAT3,SLC26A4,WNT7A,LAMA2,LAMB3,STOX1,OVOL2,NTN4,OTX1,BCL11B,MRTFB,WNT10A,DLX1,DLX2,FLRT2,EMX2,TNNT2
GO: Biological Process	GO:0032990	cell part morphogenesis	 	1.586E-4	3.879E-1	9.166E-3	7.681E-2	16	803	EPHB6,ISLR2,MYO5B,FEZF2,WNT7A,ARX,LAMA2,TIAM2,ITPKA,LHX2,NTN4,BCL11B,NR2E1,NGEF,FLRT2,FLRT1
GO: Biological Process	GO:0021885	forebrain cell migration	 	1.611E-4	3.942E-1	9.166E-3	7.681E-2	5	73	FEZF2,ARX,LHX6,NR2E1,EMX2
GO: Biological Process	GO:0021772	olfactory bulb development	 	1.737E-4	4.249E-1	9.658E-3	8.093E-2	4	40	ARX,LHX2,NR2E1,DLX2
GO: Biological Process	GO:0071495	cellular response to endogenous stimulus	 	1.921E-4	4.698E-1	1.044E-2	8.749E-2	23	1460	ONECUT2,COL5A2,CIB1,HTR1E,AKAP8,WNT7A,ACVR1C,GDF10,CHRM1,ADCY2,OVOL2,EGR3,NR2E1,PLCB1,HRH1,WNT10A,CHRDL1,DLX1,RXFP1,FLRT2,FLRT1,PRDM16,GABRA1
GO: Biological Process	GO:0032989	cellular component morphogenesis	 	1.997E-4	4.886E-1	1.062E-2	8.900E-2	17	906	EPHB6,ISLR2,MYO5B,FEZF2,WNT7A,ARX,LAMA2,TIAM2,ITPKA,LHX2,NTN4,BCL11B,NR2E1,NGEF,FLRT2,FLRT1,TNNT2
GO: Biological Process	GO:0021988	olfactory lobe development	 	2.308E-4	5.646E-1	1.201E-2	1.007E-1	4	43	ARX,LHX2,NR2E1,DLX2
GO: Biological Process	GO:0060284	regulation of cell development	 	2.569E-4	6.284E-1	1.309E-2	1.097E-1	13	589	ISLR2,CIB1,MYO5B,FEZF2,WNT7A,OLFM4,TIAM2,ITPKA,LHX2,NR2E1,PLCB1,DLX1,DLX2
GO: Biological Process	GO:1902869	regulation of amacrine cell differentiation	 	2.904E-4	7.103E-1	1.431E-2	1.199E-1	2	4	DLX1,DLX2
GO: Biological Process	GO:0061564	axon development	 	2.925E-4	7.156E-1	1.431E-2	1.199E-1	13	597	EPHB6,ISLR2,MYO5B,FEZF2,WNT7A,ARX,LAMA2,TIAM2,LHX2,NTN4,BCL11B,NR2E1,FLRT2
GO: Biological Process	GO:0021542	dentate gyrus development	 	3.011E-4	7.365E-1	1.444E-2	1.210E-1	3	19	FEZF2,NR2E1,EMX2
GO: Biological Process	GO:0021766	hippocampus development	 	3.865E-4	9.454E-1	1.817E-2	1.522E-1	5	88	FEZF2,NR2E1,DLX1,DLX2,EMX2
GO: Biological Process	GO:0051960	regulation of nervous system development	 	3.936E-4	9.627E-1	1.817E-2	1.522E-1	12	536	ISLR2,MYO5B,FEZF2,WNT7A,TIAM2,ITPKA,LHX2,NR2E1,DLX1,DLX2,FLRT2,FLRT1
GO: Biological Process	GO:0021987	cerebral cortex development	 	4.116E-4	1.000E0	1.864E-2	1.562E-1	6	137	ARX,LHX6,LHX2,NR2E1,PLCB1,EMX2
GO: Biological Process	GO:0001709	cell fate determination	 	4.476E-4	1.000E0	1.991E-2	1.668E-1	4	51	PRRX1,FEZF2,WNT7A,CHRDL1
GO: Biological Process	GO:0045597	positive regulation of cell differentiation	 	4.900E-4	1.000E0	2.140E-2	1.793E-1	17	979	PCP4,ISLR2,CIB1,MYO5B,FEZF2,OLFM4,GDF10,TIAM2,ITPKA,OVOL2,RANBP3L,EGR3,WIF1,PLCB1,DLX1,DLX2,PRDM16
GO: Biological Process	GO:0071560	cellular response to transforming growth factor beta stimulus	 	5.966E-4	1.000E0	2.560E-2	2.145E-1	8	267	ONECUT2,WNT7A,ACVR1C,GDF10,OVOL2,WNT10A,DLX1,PRDM16
GO: Biological Process	GO:0071559	response to transforming growth factor beta	 	7.065E-4	1.000E0	2.980E-2	2.497E-1	8	274	ONECUT2,WNT7A,ACVR1C,GDF10,OVOL2,WNT10A,DLX1,PRDM16
GO: Biological Process	GO:0120036	plasma membrane bounded cell projection organization	 	8.038E-4	1.000E0	3.289E-2	2.756E-1	25	1824	PCP4,EPHB6,ONECUT2,ISLR2,PRRX1,CIB1,MYO5B,FEZF2,FAT3,WNT7A,ARX,LAMA2,RILP,ACVR1C,TIAM2,ITPKA,LHX2,NTN4,BCL11B,MRTFB,NR2E1,NGEF,FLRT2,FLRT1,KIF17
GO: Biological Process	GO:0007420	brain development	 	8.078E-4	1.000E0	3.289E-2	2.756E-1	15	840	NRGN,FEZF2,WNT7A,ARX,POU3F1,LHX6,LHX2,OTX1,BCL11B,MRTFB,NR2E1,PLCB1,DLX1,DLX2,EMX2
GO: Biological Process	GO:0021954	central nervous system neuron development	 	8.300E-4	1.000E0	3.289E-2	2.756E-1	5	104	EPHB6,FEZF2,ARX,LHX6,NR2E1
GO: Biological Process	GO:0071805	potassium ion transmembrane transport	 	8.336E-4	1.000E0	3.289E-2	2.756E-1	7	216	KCNIP3,KCNV1,KCNB1,KCNJ4,KCNK2,KCNS1,KCNMB4
GO: Biological Process	GO:0021871	forebrain regionalization	 	8.724E-4	1.000E0	3.387E-2	2.838E-1	3	27	FEZF2,LHX2,EMX2
GO: Biological Process	GO:0021544	subpallium development	 	9.721E-4	1.000E0	3.638E-2	3.049E-1	3	28	BCL11B,DLX1,DLX2
GO: Biological Process	GO:0021800	cerebral cortex tangential migration	 	1.002E-3	1.000E0	3.638E-2	3.049E-1	2	7	ARX,LHX6
GO: Biological Process	GO:0021902	commitment of neuronal cell to specific neuron type in forebrain	 	1.002E-3	1.000E0	3.638E-2	3.049E-1	2	7	FEZF2,BCL11B
GO: Biological Process	GO:0046533	negative regulation of photoreceptor cell differentiation	 	1.002E-3	1.000E0	3.638E-2	3.049E-1	2	7	DLX1,DLX2
GO: Biological Process	GO:0050767	regulation of neurogenesis	 	1.011E-3	1.000E0	3.638E-2	3.049E-1	10	436	ISLR2,MYO5B,FEZF2,WNT7A,TIAM2,ITPKA,LHX2,NR2E1,DLX1,DLX2
GO: Biological Process	GO:0030030	cell projection organization	 	1.098E-3	1.000E0	3.891E-2	3.260E-1	25	1864	PCP4,EPHB6,ONECUT2,ISLR2,PRRX1,CIB1,MYO5B,FEZF2,FAT3,WNT7A,ARX,LAMA2,RILP,ACVR1C,TIAM2,ITPKA,LHX2,NTN4,BCL11B,MRTFB,NR2E1,NGEF,FLRT2,FLRT1,KIF17
GO: Biological Process	GO:0099637	neurotransmitter receptor transport	 	1.191E-3	1.000E0	4.160E-2	3.486E-1	4	66	MYO5B,TAMALIN,CACNG3,KIF17
GO: Biological Process	GO:0043588	skin development	 	1.304E-3	1.000E0	4.458E-2	3.735E-1	10	451	COL5A2,OPN3,WNT7A,POU3F1,LDB2,LCE3C,OVOL2,LHX2,BCL11B,WNT10A
GO: Biological Process	GO:0007343	egg activation	 	1.330E-3	1.000E0	4.458E-2	3.735E-1	2	8	TPST2,PLCB1
GO: Biological Process	GO:0071420	cellular response to histamine	 	1.330E-3	1.000E0	4.458E-2	3.735E-1	2	8	HRH1,GABRA1
GO: Biological Process	GO:0016358	dendrite development	 	1.406E-3	1.000E0	4.648E-2	3.895E-1	8	305	MYO5B,FEZF2,FAT3,WNT7A,ITPKA,NR2E1,NGEF,FLRT1
GO: Biological Process	GO:0098664	G protein-coupled serotonin receptor signaling pathway	 	1.442E-3	1.000E0	4.702E-2	3.940E-1	3	32	HTR1E,CHRM1,HRH1
GO: Biological Process	GO:0021761	limbic system development	 	1.461E-3	1.000E0	4.702E-2	3.940E-1	5	118	FEZF2,NR2E1,DLX1,DLX2,EMX2
GO: Biological Process	GO:0022029	telencephalon cell migration	 	1.482E-3	1.000E0	4.709E-2	3.946E-1	4	70	FEZF2,ARX,LHX6,NR2E1
